#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   549   0.258883E+04   0.271264E+00   0.332023E-05   0.271264E+00   0.793319E+01   0.364567E-07   0.332023E-05   0.364567E-07   0.167900E-07
   550   0.258589E+04   0.147447E+01   0.333903E-05   0.147447E+01   0.805721E+01   0.209882E-07   0.333903E-05   0.209882E-07   0.167448E-07
   551   0.258274E+04   0.266407E+01   0.335874E-05   0.266407E+01   0.818649E+01   0.553147E-08   0.335874E-05   0.553147E-08   0.166999E-07
   552   0.257937E+04   0.383934E+01   0.337932E-05   0.383934E+01   0.832091E+01  -0.991233E-08   0.337932E-05  -0.991233E-08   0.166551E-07
   553   0.257579E+04   0.499957E+01   0.340078E-05   0.499957E+01   0.846045E+01  -0.253410E-07   0.340078E-05  -0.253410E-07   0.166105E-07
   554   0.257201E+04   0.614404E+01   0.342310E-05   0.614404E+01   0.860511E+01  -0.407522E-07   0.342310E-05  -0.407522E-07   0.165661E-07
   555   0.256803E+04   0.727203E+01   0.344627E-05   0.727203E+01   0.875483E+01  -0.561438E-07   0.344627E-05  -0.561438E-07   0.165219E-07
   556   0.256383E+04   0.838282E+01   0.347029E-05   0.838282E+01   0.890960E+01  -0.715137E-07   0.347029E-05  -0.715137E-07   0.164778E-07
   557   0.255945E+04   0.947577E+01   0.349514E-05   0.947577E+01   0.906934E+01  -0.868595E-07   0.349514E-05  -0.868595E-07   0.164339E-07
   558   0.255487E+04   0.105501E+02   0.352080E-05   0.105501E+02   0.923406E+01  -0.102179E-06   0.352080E-05  -0.102179E-06   0.163903E-07
   559   0.255010E+04   0.116054E+02   0.354728E-05   0.116054E+02   0.940369E+01  -0.117470E-06   0.354728E-05  -0.117470E-06   0.163467E-07
   560   0.254513E+04   0.126408E+02   0.357456E-05   0.126408E+02   0.957821E+01  -0.132731E-06   0.357456E-05  -0.132731E-06   0.163034E-07
   561   0.253998E+04   0.136558E+02   0.360263E-05   0.136558E+02   0.975749E+01  -0.147958E-06   0.360263E-05  -0.147958E-06   0.162602E-07
   562   0.253464E+04   0.146499E+02   0.363148E-05   0.146499E+02   0.994160E+01  -0.163151E-06   0.363148E-05  -0.163151E-06   0.162172E-07
   563   0.252913E+04   0.156223E+02   0.366110E-05   0.156223E+02   0.101304E+02  -0.178306E-06   0.366110E-05  -0.178306E-06   0.161744E-07
   564   0.252344E+04   0.165725E+02   0.369147E-05   0.165725E+02   0.103238E+02  -0.193422E-06   0.369147E-05  -0.193422E-06   0.161317E-07
   565   0.251757E+04   0.174999E+02   0.372259E-05   0.174999E+02   0.105219E+02  -0.208496E-06   0.372259E-05  -0.208496E-06   0.160892E-07
   566   0.251152E+04   0.184040E+02   0.375445E-05   0.184040E+02   0.107246E+02  -0.223527E-06   0.375445E-05  -0.223527E-06   0.160469E-07
   567   0.250532E+04   0.192842E+02   0.378704E-05   0.192842E+02   0.109316E+02  -0.238511E-06   0.378704E-05  -0.238511E-06   0.160048E-07
   568   0.249894E+04   0.201401E+02   0.382035E-05   0.201401E+02   0.111432E+02  -0.253447E-06   0.382035E-05  -0.253447E-06   0.159628E-07
   569   0.249240E+04   0.209710E+02   0.385436E-05   0.209710E+02   0.113591E+02  -0.268332E-06   0.385436E-05  -0.268332E-06   0.159210E-07
   570   0.248569E+04   0.217765E+02   0.388907E-05   0.217765E+02   0.115792E+02  -0.283165E-06   0.388907E-05  -0.283165E-06   0.158794E-07
   571   0.247883E+04   0.225560E+02   0.392446E-05   0.225560E+02   0.118035E+02  -0.297942E-06   0.392446E-05  -0.297942E-06   0.158379E-07
   572   0.247182E+04   0.233092E+02   0.396052E-05   0.233092E+02   0.120320E+02  -0.312663E-06   0.396052E-05  -0.312663E-06   0.157966E-07
   573   0.246467E+04   0.240354E+02   0.399726E-05   0.240354E+02   0.122645E+02  -0.327324E-06   0.399726E-05  -0.327324E-06   0.157555E-07
   574   0.245736E+04   0.247345E+02   0.403464E-05   0.247345E+02   0.125010E+02  -0.341924E-06   0.403464E-05  -0.341924E-06   0.157145E-07
   575   0.244993E+04   0.254060E+02   0.407267E-05   0.254060E+02   0.127414E+02  -0.356459E-06   0.407267E-05  -0.356459E-06   0.156737E-07
   576   0.244235E+04   0.260495E+02   0.411133E-05   0.260495E+02   0.129857E+02  -0.370929E-06   0.411133E-05  -0.370929E-06   0.156331E-07
   577   0.243466E+04   0.266645E+02   0.415062E-05   0.266645E+02   0.132337E+02  -0.385331E-06   0.415062E-05  -0.385331E-06   0.155926E-07
   578   0.242684E+04   0.272506E+02   0.419051E-05   0.272506E+02   0.134853E+02  -0.399662E-06   0.419051E-05  -0.399662E-06   0.155522E-07
   579   0.241891E+04   0.278075E+02   0.423101E-05   0.278075E+02   0.137405E+02  -0.413921E-06   0.423101E-05  -0.413921E-06   0.155121E-07
   580   0.241086E+04   0.283349E+02   0.427210E-05   0.283349E+02   0.139992E+02  -0.428104E-06   0.427210E-05  -0.428104E-06   0.154721E-07
   581   0.240271E+04   0.288323E+02   0.431377E-05   0.288323E+02   0.142613E+02  -0.442211E-06   0.431377E-05  -0.442211E-06   0.154323E-07
   582   0.239445E+04   0.292993E+02   0.435602E-05   0.292993E+02   0.145266E+02  -0.456239E-06   0.435602E-05  -0.456239E-06   0.153926E-07
   583   0.238609E+04   0.297356E+02   0.439882E-05   0.297356E+02   0.147952E+02  -0.470185E-06   0.439882E-05  -0.470185E-06   0.153530E-07
   584   0.237764E+04   0.301408E+02   0.444217E-05   0.301408E+02   0.150669E+02  -0.484047E-06   0.444217E-05  -0.484047E-06   0.153137E-07
   585   0.236911E+04   0.305145E+02   0.448606E-05   0.305145E+02   0.153415E+02  -0.497824E-06   0.448606E-05  -0.497824E-06   0.152745E-07
   586   0.236048E+04   0.308565E+02   0.453048E-05   0.308565E+02   0.156191E+02  -0.511512E-06   0.453048E-05  -0.511512E-06   0.152354E-07
   587   0.235177E+04   0.311664E+02   0.457542E-05   0.311664E+02   0.158995E+02  -0.525110E-06   0.457542E-05  -0.525110E-06   0.151965E-07
   588   0.234300E+04   0.314442E+02   0.462086E-05   0.314442E+02   0.161826E+02  -0.538616E-06   0.462086E-05  -0.538616E-06   0.151578E-07
   589   0.233414E+04   0.316895E+02   0.466680E-05   0.316895E+02   0.164683E+02  -0.552027E-06   0.466680E-05  -0.552027E-06   0.151192E-07
   590   0.232522E+04   0.319020E+02   0.471323E-05   0.319020E+02   0.167565E+02  -0.565341E-06   0.471323E-05  -0.565341E-06   0.150807E-07
   591   0.231625E+04   0.320816E+02   0.476014E-05   0.320816E+02   0.170471E+02  -0.578556E-06   0.476014E-05  -0.578556E-06   0.150425E-07
   592   0.230722E+04   0.322279E+02   0.480751E-05   0.322279E+02   0.173399E+02  -0.591669E-06   0.480751E-05  -0.591669E-06   0.150043E-07
   593   0.229813E+04   0.323409E+02   0.485534E-05   0.323409E+02   0.176350E+02  -0.604679E-06   0.485534E-05  -0.604679E-06   0.149663E-07
   594   0.228899E+04   0.324204E+02   0.490361E-05   0.324204E+02   0.179321E+02  -0.617583E-06   0.490361E-05  -0.617583E-06   0.149285E-07
   595   0.227982E+04   0.324662E+02   0.495232E-05   0.324662E+02   0.182311E+02  -0.630380E-06   0.495232E-05  -0.630380E-06   0.148908E-07
   596   0.227061E+04   0.324782E+02   0.500145E-05   0.324782E+02   0.185320E+02  -0.643066E-06   0.500145E-05  -0.643066E-06   0.148533E-07
   597   0.226136E+04   0.324562E+02   0.505099E-05   0.324562E+02   0.188346E+02  -0.655639E-06   0.505099E-05  -0.655639E-06   0.148159E-07
   598   0.225208E+04   0.324002E+02   0.510094E-05   0.324002E+02   0.191387E+02  -0.668099E-06   0.510094E-05  -0.668099E-06   0.147786E-07
   599   0.224278E+04   0.323099E+02   0.515128E-05   0.323099E+02   0.194444E+02  -0.680441E-06   0.515128E-05  -0.680441E-06   0.147415E-07
   600   0.223346E+04   0.321854E+02   0.520201E-05   0.321854E+02   0.197515E+02  -0.692664E-06   0.520201E-05  -0.692664E-06   0.147046E-07
   601   0.222413E+04   0.320266E+02   0.525310E-05   0.320266E+02   0.200598E+02  -0.704767E-06   0.525310E-05  -0.704767E-06   0.146678E-07
   602   0.221477E+04   0.318337E+02   0.530456E-05   0.318337E+02   0.203692E+02  -0.716747E-06   0.530456E-05  -0.716747E-06   0.146311E-07
   603   0.220543E+04   0.316065E+02   0.535637E-05   0.316065E+02   0.206796E+02  -0.728605E-06   0.535637E-05  -0.728605E-06   0.145946E-07
   604   0.219608E+04   0.313450E+02   0.540852E-05   0.313450E+02   0.209910E+02  -0.740340E-06   0.540852E-05  -0.740340E-06   0.145582E-07
   605   0.218673E+04   0.310493E+02   0.546100E-05   0.310493E+02   0.213031E+02  -0.751951E-06   0.546100E-05  -0.751951E-06   0.145220E-07
   606   0.217739E+04   0.307194E+02   0.551379E-05   0.307194E+02   0.216158E+02  -0.763438E-06   0.551379E-05  -0.763438E-06   0.144859E-07
   607   0.216806E+04   0.303553E+02   0.556690E-05   0.303553E+02   0.219291E+02  -0.774799E-06   0.556690E-05  -0.774799E-06   0.144499E-07
   608   0.215876E+04   0.299570E+02   0.562030E-05   0.299570E+02   0.222428E+02  -0.786035E-06   0.562030E-05  -0.786035E-06   0.144141E-07
   609   0.214948E+04   0.295249E+02   0.567400E-05   0.295249E+02   0.225568E+02  -0.797144E-06   0.567400E-05  -0.797144E-06   0.143784E-07
   610   0.214022E+04   0.290588E+02   0.572796E-05   0.290588E+02   0.228710E+02  -0.808126E-06   0.572796E-05  -0.808126E-06   0.143429E-07
   611   0.213100E+04   0.285588E+02   0.578220E-05   0.285588E+02   0.231850E+02  -0.818981E-06   0.578220E-05  -0.818981E-06   0.143075E-07
   612   0.212182E+04   0.280250E+02   0.583669E-05   0.280250E+02   0.234990E+02  -0.829707E-06   0.583669E-05  -0.829707E-06   0.142722E-07
   613   0.211267E+04   0.274576E+02   0.589143E-05   0.274576E+02   0.238127E+02  -0.840305E-06   0.589143E-05  -0.840305E-06   0.142371E-07
   614   0.210358E+04   0.268568E+02   0.594640E-05   0.268568E+02   0.241261E+02  -0.850772E-06   0.594640E-05  -0.850772E-06   0.142021E-07
   615   0.209453E+04   0.262228E+02   0.600159E-05   0.262228E+02   0.244390E+02  -0.861110E-06   0.600159E-05  -0.861110E-06   0.141672E-07
   616   0.208554E+04   0.255559E+02   0.605700E-05   0.255559E+02   0.247513E+02  -0.871316E-06   0.605700E-05  -0.871316E-06   0.141325E-07
   617   0.207662E+04   0.248564E+02   0.611261E-05   0.248564E+02   0.250628E+02  -0.881391E-06   0.611261E-05  -0.881391E-06   0.140979E-07
   618   0.206776E+04   0.241245E+02   0.616841E-05   0.241245E+02   0.253737E+02  -0.891334E-06   0.616841E-05  -0.891334E-06   0.140635E-07
   619   0.205897E+04   0.233606E+02   0.622439E-05   0.233606E+02   0.256835E+02  -0.901144E-06   0.622439E-05  -0.901144E-06   0.140292E-07
   620   0.205025E+04   0.225649E+02   0.628055E-05   0.225649E+02   0.259923E+02  -0.910821E-06   0.628055E-05  -0.910821E-06   0.139950E-07
   621   0.204162E+04   0.217376E+02   0.633686E-05   0.217376E+02   0.263000E+02  -0.920363E-06   0.633686E-05  -0.920363E-06   0.139609E-07
   622   0.203307E+04   0.208792E+02   0.639333E-05   0.208792E+02   0.266063E+02  -0.929770E-06   0.639333E-05  -0.929770E-06   0.139270E-07
   623   0.202461E+04   0.199898E+02   0.644993E-05   0.199898E+02   0.269113E+02  -0.939042E-06   0.644993E-05  -0.939042E-06   0.138932E-07
   624   0.201624E+04   0.190698E+02   0.650667E-05   0.190698E+02   0.272147E+02  -0.948178E-06   0.650667E-05  -0.948178E-06   0.138595E-07
   625   0.200797E+04   0.181194E+02   0.656352E-05   0.181194E+02   0.275165E+02  -0.957177E-06   0.656352E-05  -0.957177E-06   0.138260E-07
   626   0.199980E+04   0.171390E+02   0.662048E-05   0.171390E+02   0.278164E+02  -0.966039E-06   0.662048E-05  -0.966039E-06   0.137926E-07
   627   0.199173E+04   0.161288E+02   0.667753E-05   0.161288E+02   0.281143E+02  -0.974763E-06   0.667753E-05  -0.974763E-06   0.137593E-07
   628   0.198378E+04   0.150892E+02   0.673467E-05   0.150892E+02   0.284102E+02  -0.983348E-06   0.673467E-05  -0.983348E-06   0.137262E-07
   629   0.197593E+04   0.140207E+02   0.679189E-05   0.140207E+02   0.287040E+02  -0.991794E-06   0.679189E-05  -0.991794E-06   0.136932E-07
   630   0.196820E+04   0.129237E+02   0.684918E-05   0.129237E+02   0.289955E+02  -0.100010E-05   0.684918E-05  -0.100010E-05   0.136603E-07
   631   0.196059E+04   0.117986E+02   0.690651E-05   0.117986E+02   0.292844E+02  -0.100827E-05   0.690651E-05  -0.100827E-05   0.136275E-07
   632   0.195310E+04   0.106458E+02   0.696390E-05   0.106458E+02   0.295710E+02  -0.101629E-05   0.696390E-05  -0.101629E-05   0.135949E-07
   633   0.194575E+04   0.946570E+01   0.702131E-05   0.946570E+01   0.298548E+02  -0.102417E-05   0.702131E-05  -0.102417E-05   0.135623E-07
   634   0.193852E+04   0.825880E+01   0.707875E-05   0.825880E+01   0.301358E+02  -0.103191E-05   0.707875E-05  -0.103191E-05   0.135299E-07
   635   0.193142E+04   0.702559E+01   0.713620E-05   0.702559E+01   0.304140E+02  -0.103951E-05   0.713620E-05  -0.103951E-05   0.134977E-07
   636   0.192446E+04   0.576653E+01   0.719366E-05   0.576653E+01   0.306892E+02  -0.104696E-05   0.719366E-05  -0.104696E-05   0.134655E-07
   637   0.191765E+04   0.448213E+01   0.725110E-05   0.448213E+01   0.309613E+02  -0.105427E-05   0.725110E-05  -0.105427E-05   0.134335E-07
   638   0.191097E+04   0.317291E+01   0.730852E-05   0.317291E+01   0.312301E+02  -0.106143E-05   0.730852E-05  -0.106143E-05   0.134016E-07
   639   0.190445E+04   0.183936E+01   0.736592E-05   0.183936E+01   0.314956E+02  -0.106845E-05   0.736592E-05  -0.106845E-05   0.133698E-07
   640   0.189807E+04   0.481995E+00   0.742327E-05   0.481995E+00   0.317577E+02  -0.107532E-05   0.742327E-05  -0.107532E-05   0.133381E-07
   641   0.189185E+04  -0.898678E+00   0.748058E-05  -0.898678E+00   0.320163E+02  -0.108204E-05   0.748058E-05  -0.108204E-05   0.133066E-07
   642   0.188578E+04  -0.230207E+01   0.753782E-05  -0.230207E+01   0.322711E+02  -0.108862E-05   0.753782E-05  -0.108862E-05   0.132752E-07
   643   0.187988E+04  -0.372760E+01   0.759499E-05  -0.372760E+01   0.325223E+02  -0.109505E-05   0.759499E-05  -0.109505E-05   0.132439E-07
   644   0.187413E+04  -0.517465E+01   0.765207E-05  -0.517465E+01   0.327696E+02  -0.110132E-05   0.765207E-05  -0.110132E-05   0.132127E-07
   645   0.186855E+04  -0.664265E+01   0.770907E-05  -0.664265E+01   0.330127E+02  -0.110745E-05   0.770907E-05  -0.110745E-05   0.131816E-07
   646   0.186314E+04  -0.813100E+01   0.776596E-05  -0.813100E+01   0.332518E+02  -0.111343E-05   0.776596E-05  -0.111343E-05   0.131507E-07
   647   0.185789E+04  -0.963904E+01   0.782273E-05  -0.963904E+01   0.334867E+02  -0.111926E-05   0.782273E-05  -0.111926E-05   0.131198E-07
   648   0.185281E+04  -0.111663E+02   0.787938E-05  -0.111663E+02   0.337172E+02  -0.112494E-05   0.787938E-05  -0.112494E-05   0.130891E-07
   649   0.184791E+04  -0.127120E+02   0.793589E-05  -0.127120E+02   0.339433E+02  -0.113046E-05   0.793589E-05  -0.113046E-05   0.130585E-07
   650   0.184319E+04  -0.142755E+02   0.799226E-05  -0.142755E+02   0.341648E+02  -0.113583E-05   0.799226E-05  -0.113583E-05   0.130280E-07
   651   0.183864E+04  -0.158563E+02   0.804847E-05  -0.158563E+02   0.343819E+02  -0.114105E-05   0.804847E-05  -0.114105E-05   0.129976E-07
   652   0.183426E+04  -0.174534E+02   0.810452E-05  -0.174534E+02   0.345943E+02  -0.114611E-05   0.810452E-05  -0.114611E-05   0.129674E-07
   653   0.183008E+04  -0.190665E+02   0.816039E-05  -0.190665E+02   0.348020E+02  -0.115102E-05   0.816039E-05  -0.115102E-05   0.129372E-07
   654   0.182608E+04  -0.206948E+02   0.821608E-05  -0.206948E+02   0.350050E+02  -0.115578E-05   0.821608E-05  -0.115578E-05   0.129072E-07
   655   0.182227E+04  -0.223376E+02   0.827158E-05  -0.223376E+02   0.352031E+02  -0.116039E-05   0.827158E-05  -0.116039E-05   0.128772E-07
   656   0.181864E+04  -0.239942E+02   0.832688E-05  -0.239942E+02   0.353964E+02  -0.116485E-05   0.832688E-05  -0.116485E-05   0.128474E-07
   657   0.181521E+04  -0.256639E+02   0.838197E-05  -0.256639E+02   0.355846E+02  -0.116915E-05   0.838197E-05  -0.116915E-05   0.128177E-07
   658   0.181197E+04  -0.273460E+02   0.843684E-05  -0.273460E+02   0.357679E+02  -0.117331E-05   0.843684E-05  -0.117331E-05   0.127881E-07
   659   0.180892E+04  -0.290398E+02   0.849150E-05  -0.290398E+02   0.359459E+02  -0.117731E-05   0.849150E-05  -0.117731E-05   0.127586E-07
   660   0.180606E+04  -0.307446E+02   0.854592E-05  -0.307446E+02   0.361187E+02  -0.118116E-05   0.854592E-05  -0.118116E-05   0.127292E-07
   661   0.180340E+04  -0.324596E+02   0.860009E-05  -0.324596E+02   0.362862E+02  -0.118487E-05   0.860009E-05  -0.118487E-05   0.127000E-07
   662   0.180094E+04  -0.341842E+02   0.865402E-05  -0.341842E+02   0.364482E+02  -0.118842E-05   0.865402E-05  -0.118842E-05   0.126708E-07
   663   0.179867E+04  -0.359176E+02   0.870769E-05  -0.359176E+02   0.366048E+02  -0.119183E-05   0.870769E-05  -0.119183E-05   0.126417E-07
   664   0.179660E+04  -0.376589E+02   0.876110E-05  -0.376589E+02   0.367559E+02  -0.119509E-05   0.876110E-05  -0.119509E-05   0.126128E-07
   665   0.179473E+04  -0.394076E+02   0.881423E-05  -0.394076E+02   0.369014E+02  -0.119820E-05   0.881423E-05  -0.119820E-05   0.125840E-07
   666   0.179305E+04  -0.411628E+02   0.886707E-05  -0.411628E+02   0.370412E+02  -0.120116E-05   0.886707E-05  -0.120116E-05   0.125552E-07
   667   0.179158E+04  -0.429239E+02   0.891963E-05  -0.429239E+02   0.371754E+02  -0.120397E-05   0.891963E-05  -0.120397E-05   0.125266E-07
   668   0.179031E+04  -0.446900E+02   0.897188E-05  -0.446900E+02   0.373038E+02  -0.120664E-05   0.897188E-05  -0.120664E-05   0.124981E-07
   669   0.178924E+04  -0.464604E+02   0.902383E-05  -0.464604E+02   0.374263E+02  -0.120916E-05   0.902383E-05  -0.120916E-05   0.124696E-07
   670   0.178837E+04  -0.482345E+02   0.907546E-05  -0.482345E+02   0.375430E+02  -0.121154E-05   0.907546E-05  -0.121154E-05   0.124413E-07
   671   0.178771E+04  -0.500113E+02   0.912676E-05  -0.500113E+02   0.376539E+02  -0.121377E-05   0.912676E-05  -0.121377E-05   0.124131E-07
   672   0.178724E+04  -0.517902E+02   0.917773E-05  -0.517902E+02   0.377587E+02  -0.121585E-05   0.917773E-05  -0.121585E-05   0.123850E-07
   673   0.178698E+04  -0.535704E+02   0.922836E-05  -0.535704E+02   0.378576E+02  -0.121779E-05   0.922836E-05  -0.121779E-05   0.123570E-07
   674   0.178692E+04  -0.553512E+02   0.927864E-05  -0.553512E+02   0.379505E+02  -0.121959E-05   0.927864E-05  -0.121959E-05   0.123291E-07
   675   0.178706E+04  -0.571319E+02   0.932856E-05  -0.571319E+02   0.380373E+02  -0.122124E-05   0.932856E-05  -0.122124E-05   0.123013E-07
   676   0.178741E+04  -0.589115E+02   0.937811E-05  -0.589115E+02   0.381180E+02  -0.122275E-05   0.937811E-05  -0.122275E-05   0.122736E-07
   677   0.178795E+04  -0.606894E+02   0.942728E-05  -0.606894E+02   0.381926E+02  -0.122411E-05   0.942728E-05  -0.122411E-05   0.122460E-07
   678   0.178869E+04  -0.624648E+02   0.947607E-05  -0.624648E+02   0.382609E+02  -0.122534E-05   0.947607E-05  -0.122534E-05   0.122185E-07
   679   0.178964E+04  -0.642368E+02   0.952447E-05  -0.642368E+02   0.383231E+02  -0.122642E-05   0.952447E-05  -0.122642E-05   0.121911E-07
   680   0.179078E+04  -0.660047E+02   0.957247E-05  -0.660047E+02   0.383789E+02  -0.122735E-05   0.957247E-05  -0.122735E-05   0.121638E-07
   681   0.179212E+04  -0.677675E+02   0.962005E-05  -0.677675E+02   0.384284E+02  -0.122815E-05   0.962005E-05  -0.122815E-05   0.121366E-07
   682   0.179366E+04  -0.695246E+02   0.966722E-05  -0.695246E+02   0.384716E+02  -0.122880E-05   0.966722E-05  -0.122880E-05   0.121095E-07
   683   0.179539E+04  -0.712750E+02   0.971397E-05  -0.712750E+02   0.385083E+02  -0.122932E-05   0.971397E-05  -0.122932E-05   0.120825E-07
