#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  2320   0.107964E+03  -0.100646E+02   0.211881E-06  -0.100646E+02   0.486459E+01   0.178842E-07   0.211881E-06   0.178842E-07   0.157115E-08
  2321   0.108019E+03  -0.100616E+02   0.216274E-06  -0.100616E+02   0.482586E+01   0.178032E-07   0.216274E-06   0.178032E-07   0.156991E-08
  2322   0.108073E+03  -0.100567E+02   0.220932E-06  -0.100567E+02   0.478708E+01   0.177194E-07   0.220932E-06   0.177194E-07   0.156868E-08
  2323   0.108127E+03  -0.100499E+02   0.225845E-06  -0.100499E+02   0.474826E+01   0.176326E-07   0.225845E-06   0.176326E-07   0.156744E-08
  2324   0.108180E+03  -0.100413E+02   0.231003E-06  -0.100413E+02   0.470941E+01   0.175427E-07   0.231003E-06   0.175427E-07   0.156621E-08
  2325   0.108232E+03  -0.100309E+02   0.236398E-06  -0.100309E+02   0.467055E+01   0.174495E-07   0.236398E-06   0.174495E-07   0.156498E-08
  2326   0.108282E+03  -0.100186E+02   0.242019E-06  -0.100186E+02   0.463170E+01   0.173530E-07   0.242019E-06   0.173530E-07   0.156375E-08
  2327   0.108332E+03  -0.100045E+02   0.247859E-06  -0.100045E+02   0.459286E+01   0.172531E-07   0.247859E-06   0.172531E-07   0.156252E-08
  2328   0.108380E+03  -0.998867E+01   0.253907E-06  -0.998867E+01   0.455406E+01   0.171494E-07   0.253907E-06   0.171494E-07   0.156130E-08
  2329   0.108428E+03  -0.997106E+01   0.260155E-06  -0.997106E+01   0.451529E+01   0.170421E-07   0.260155E-06   0.170421E-07   0.156007E-08
  2330   0.108473E+03  -0.995167E+01   0.266592E-06  -0.995167E+01   0.447658E+01   0.169308E-07   0.266592E-06   0.169308E-07   0.155885E-08
  2331   0.108517E+03  -0.993057E+01   0.273210E-06  -0.993057E+01   0.443792E+01   0.168155E-07   0.273210E-06   0.168155E-07   0.155762E-08
  2332   0.108559E+03  -0.990769E+01   0.279999E-06  -0.990769E+01   0.439933E+01   0.166961E-07   0.279999E-06   0.166961E-07   0.155640E-08
  2333   0.108600E+03  -0.988310E+01   0.286950E-06  -0.988310E+01   0.436082E+01   0.165724E-07   0.286950E-06   0.165724E-07   0.155518E-08
  2334   0.108638E+03  -0.985681E+01   0.294054E-06  -0.985681E+01   0.432241E+01   0.164443E-07   0.294054E-06   0.164443E-07   0.155396E-08
  2335   0.108675E+03  -0.982881E+01   0.301302E-06  -0.982881E+01   0.428411E+01   0.163116E-07   0.301302E-06   0.163116E-07   0.155275E-08
  2336   0.108709E+03  -0.979917E+01   0.308683E-06  -0.979917E+01   0.424590E+01   0.161742E-07   0.308683E-06   0.161742E-07   0.155153E-08
  2337   0.108741E+03  -0.976791E+01   0.316189E-06  -0.976791E+01   0.420784E+01   0.160321E-07   0.316189E-06   0.160321E-07   0.155031E-08
  2338   0.108771E+03  -0.973493E+01   0.323811E-06  -0.973493E+01   0.416990E+01   0.158849E-07   0.323811E-06   0.158849E-07   0.154910E-08
  2339   0.108798E+03  -0.970040E+01   0.331539E-06  -0.970040E+01   0.413211E+01   0.157327E-07   0.331539E-06   0.157327E-07   0.154789E-08
  2340   0.108823E+03  -0.966431E+01   0.339364E-06  -0.966431E+01   0.409448E+01   0.155753E-07   0.339364E-06   0.155753E-07   0.154668E-08
  2341   0.108845E+03  -0.962658E+01   0.347276E-06  -0.962658E+01   0.405702E+01   0.154126E-07   0.347276E-06   0.154126E-07   0.154547E-08
  2342   0.108865E+03  -0.958730E+01   0.355267E-06  -0.958730E+01   0.401974E+01   0.152444E-07   0.355267E-06   0.152444E-07   0.154426E-08
  2343   0.108882E+03  -0.954653E+01   0.363327E-06  -0.954653E+01   0.398265E+01   0.150706E-07   0.363327E-06   0.150706E-07   0.154306E-08
  2344   0.108896E+03  -0.950428E+01   0.371446E-06  -0.950428E+01   0.394576E+01   0.148910E-07   0.371446E-06   0.148910E-07   0.154185E-08
  2345   0.108907E+03  -0.946047E+01   0.379615E-06  -0.946047E+01   0.390908E+01   0.147056E-07   0.379615E-06   0.147056E-07   0.154065E-08
  2346   0.108916E+03  -0.941526E+01   0.387826E-06  -0.941526E+01   0.387261E+01   0.145141E-07   0.387826E-06   0.145141E-07   0.153944E-08
  2347   0.108921E+03  -0.936855E+01   0.396069E-06  -0.936855E+01   0.383637E+01   0.143166E-07   0.396069E-06   0.143166E-07   0.153824E-08
  2348   0.108923E+03  -0.932044E+01   0.404333E-06  -0.932044E+01   0.380037E+01   0.141127E-07   0.404333E-06   0.141127E-07   0.153704E-08
  2349   0.108921E+03  -0.927092E+01   0.412612E-06  -0.927092E+01   0.376461E+01   0.139025E-07   0.412612E-06   0.139025E-07   0.153584E-08
  2350   0.108916E+03  -0.922007E+01   0.420893E-06  -0.922007E+01   0.372911E+01   0.136858E-07   0.420893E-06   0.136858E-07   0.153465E-08
  2351   0.108908E+03  -0.916780E+01   0.429169E-06  -0.916780E+01   0.369387E+01   0.134625E-07   0.429169E-06   0.134625E-07   0.153345E-08
  2352   0.108897E+03  -0.911428E+01   0.437424E-06  -0.911428E+01   0.365890E+01   0.132331E-07   0.437424E-06   0.132331E-07   0.153226E-08
  2353   0.108882E+03  -0.905942E+01   0.445643E-06  -0.905942E+01   0.362422E+01   0.129984E-07   0.445643E-06   0.129984E-07   0.153106E-08
  2354   0.108863E+03  -0.900337E+01   0.453812E-06  -0.900337E+01   0.358984E+01   0.127588E-07   0.453812E-06   0.127588E-07   0.152987E-08
  2355   0.108841E+03  -0.894599E+01   0.461914E-06  -0.894599E+01   0.355575E+01   0.125150E-07   0.461914E-06   0.125150E-07   0.152868E-08
  2356   0.108815E+03  -0.888742E+01   0.469936E-06  -0.888742E+01   0.352198E+01   0.122676E-07   0.469936E-06   0.122676E-07   0.152749E-08
  2357   0.108786E+03  -0.882774E+01   0.477861E-06  -0.882774E+01   0.348852E+01   0.120172E-07   0.477861E-06   0.120172E-07   0.152631E-08
  2358   0.108752E+03  -0.876688E+01   0.485676E-06  -0.876688E+01   0.345540E+01   0.117645E-07   0.485676E-06   0.117645E-07   0.152512E-08
  2359   0.108715E+03  -0.870490E+01   0.493364E-06  -0.870490E+01   0.342260E+01   0.115101E-07   0.493364E-06   0.115101E-07   0.152393E-08
  2360   0.108674E+03  -0.864174E+01   0.500911E-06  -0.864174E+01   0.339015E+01   0.112545E-07   0.500911E-06   0.112545E-07   0.152275E-08
  2361   0.108629E+03  -0.857761E+01   0.508301E-06  -0.857761E+01   0.335804E+01   0.109983E-07   0.508301E-06   0.109983E-07   0.152157E-08
  2362   0.108579E+03  -0.851237E+01   0.515520E-06  -0.851237E+01   0.332630E+01   0.107423E-07   0.515520E-06   0.107423E-07   0.152039E-08
  2363   0.108526E+03  -0.844617E+01   0.522551E-06  -0.844617E+01   0.329491E+01   0.104870E-07   0.522551E-06   0.104870E-07   0.151921E-08
  2364   0.108469E+03  -0.837893E+01   0.529382E-06  -0.837893E+01   0.326389E+01   0.102330E-07   0.529382E-06   0.102330E-07   0.151803E-08
  2365   0.108407E+03  -0.831080E+01   0.535995E-06  -0.831080E+01   0.323325E+01   0.998098E-08   0.535995E-06   0.998098E-08   0.151685E-08
  2366   0.108342E+03  -0.824171E+01   0.542376E-06  -0.824171E+01   0.320299E+01   0.973148E-08   0.542376E-06   0.973148E-08   0.151567E-08
  2367   0.108272E+03  -0.817173E+01   0.548510E-06  -0.817173E+01   0.317312E+01   0.948516E-08   0.548510E-06   0.948516E-08   0.151450E-08
  2368   0.108198E+03  -0.810086E+01   0.554382E-06  -0.810086E+01   0.314364E+01   0.924262E-08   0.554382E-06   0.924262E-08   0.151333E-08
  2369   0.108121E+03  -0.802925E+01   0.559977E-06  -0.802925E+01   0.311457E+01   0.900447E-08   0.559977E-06   0.900447E-08   0.151215E-08
  2370   0.108038E+03  -0.795675E+01   0.565279E-06  -0.795675E+01   0.308591E+01   0.877133E-08   0.565279E-06   0.877133E-08   0.151098E-08
  2371   0.107951E+03  -0.788351E+01   0.570273E-06  -0.788351E+01   0.305766E+01   0.854382E-08   0.570273E-06   0.854382E-08   0.150981E-08
  2372   0.107860E+03  -0.780953E+01   0.574945E-06  -0.780953E+01   0.302983E+01   0.832255E-08   0.574945E-06   0.832255E-08   0.150865E-08
  2373   0.107765E+03  -0.773488E+01   0.579279E-06  -0.773488E+01   0.300243E+01   0.810813E-08   0.579279E-06   0.810813E-08   0.150748E-08
  2374   0.107665E+03  -0.765957E+01   0.583261E-06  -0.765957E+01   0.297546E+01   0.790118E-08   0.583261E-06   0.790118E-08   0.150631E-08
  2375   0.107562E+03  -0.758359E+01   0.586874E-06  -0.758359E+01   0.294891E+01   0.770231E-08   0.586874E-06   0.770231E-08   0.150515E-08
  2376   0.107453E+03  -0.750702E+01   0.590105E-06  -0.750702E+01   0.292282E+01   0.751213E-08   0.590105E-06   0.751213E-08   0.150399E-08
  2377   0.107340E+03  -0.742986E+01   0.592937E-06  -0.742986E+01   0.289717E+01   0.733127E-08   0.592937E-06   0.733127E-08   0.150283E-08
  2378   0.107223E+03  -0.735215E+01   0.595356E-06  -0.735215E+01   0.287196E+01   0.716033E-08   0.595356E-06   0.716033E-08   0.150166E-08
  2379   0.107102E+03  -0.727394E+01   0.597347E-06  -0.727394E+01   0.284721E+01   0.699993E-08   0.597347E-06   0.699993E-08   0.150051E-08
  2380   0.106976E+03  -0.719526E+01   0.598894E-06  -0.719526E+01   0.282292E+01   0.685069E-08   0.598894E-06   0.685069E-08   0.149935E-08
  2381   0.106846E+03  -0.711612E+01   0.599983E-06  -0.711612E+01   0.279908E+01   0.671321E-08   0.599983E-06   0.671321E-08   0.149819E-08
  2382   0.106711E+03  -0.703657E+01   0.600597E-06  -0.703657E+01   0.277572E+01   0.658812E-08   0.600597E-06   0.658812E-08   0.149704E-08
  2383   0.106572E+03  -0.695663E+01   0.600724E-06  -0.695663E+01   0.275282E+01   0.647602E-08   0.600724E-06   0.647602E-08   0.149588E-08
  2384   0.106428E+03  -0.687633E+01   0.600346E-06  -0.687633E+01   0.273039E+01   0.637753E-08   0.600346E-06   0.637753E-08   0.149473E-08
  2385   0.106280E+03  -0.679571E+01   0.599449E-06  -0.679571E+01   0.270844E+01   0.629327E-08   0.599449E-06   0.629327E-08   0.149358E-08
  2386   0.106128E+03  -0.671479E+01   0.598019E-06  -0.671479E+01   0.268696E+01   0.622384E-08   0.598019E-06   0.622384E-08   0.149243E-08
  2387   0.105971E+03  -0.663362E+01   0.596039E-06  -0.663362E+01   0.266596E+01   0.616987E-08   0.596039E-06   0.616987E-08   0.149128E-08
  2388   0.105810E+03  -0.655223E+01   0.593494E-06  -0.655223E+01   0.264545E+01   0.613197E-08   0.593494E-06   0.613197E-08   0.149013E-08
  2389   0.105644E+03  -0.647065E+01   0.590371E-06  -0.647065E+01   0.262542E+01   0.611075E-08   0.590371E-06   0.611075E-08   0.148898E-08
  2390   0.105474E+03  -0.638891E+01   0.586653E-06  -0.638891E+01   0.260588E+01   0.610683E-08   0.586653E-06   0.610683E-08   0.148784E-08
  2391   0.105300E+03  -0.630705E+01   0.582325E-06  -0.630705E+01   0.258683E+01   0.612082E-08   0.582325E-06   0.612082E-08   0.148669E-08
  2392   0.105122E+03  -0.622511E+01   0.577373E-06  -0.622511E+01   0.256828E+01   0.615333E-08   0.577373E-06   0.615333E-08   0.148555E-08
  2393   0.104939E+03  -0.614310E+01   0.571780E-06  -0.614310E+01   0.255022E+01   0.620498E-08   0.571780E-06   0.620498E-08   0.148441E-08
  2394   0.104752E+03  -0.606106E+01   0.565533E-06  -0.606106E+01   0.253266E+01   0.627639E-08   0.565533E-06   0.627639E-08   0.148327E-08
  2395   0.104560E+03  -0.597902E+01   0.558616E-06  -0.597902E+01   0.251559E+01   0.636816E-08   0.558616E-06   0.636816E-08   0.148213E-08
  2396   0.104365E+03  -0.589702E+01   0.551014E-06  -0.589702E+01   0.249902E+01   0.648092E-08   0.551014E-06   0.648092E-08   0.148099E-08
  2397   0.104166E+03  -0.581507E+01   0.542712E-06  -0.581507E+01   0.248295E+01   0.661527E-08   0.542712E-06   0.661527E-08   0.147986E-08
  2398   0.103962E+03  -0.573321E+01   0.533694E-06  -0.573321E+01   0.246737E+01   0.677184E-08   0.533694E-06   0.677184E-08   0.147872E-08
  2399   0.103755E+03  -0.565146E+01   0.523945E-06  -0.565146E+01   0.245230E+01   0.695123E-08   0.523945E-06   0.695123E-08   0.147759E-08
  2400   0.103542E+03  -0.556987E+01   0.513452E-06  -0.556987E+01   0.243772E+01   0.715406E-08   0.513452E-06   0.715406E-08   0.147645E-08
  2401   0.103326E+03  -0.548846E+01   0.502207E-06  -0.548846E+01   0.242364E+01   0.738055E-08   0.502207E-06   0.738055E-08   0.147532E-08
  2402   0.103107E+03  -0.540725E+01   0.490244E-06  -0.540725E+01   0.241006E+01   0.762936E-08   0.490244E-06   0.762936E-08   0.147419E-08
  2403   0.102882E+03  -0.532629E+01   0.477606E-06  -0.532629E+01   0.239698E+01   0.789876E-08   0.477606E-06   0.789876E-08   0.147306E-08
  2404   0.102654E+03  -0.524559E+01   0.464335E-06  -0.524559E+01   0.238439E+01   0.818701E-08   0.464335E-06   0.818701E-08   0.147194E-08
  2405   0.102422E+03  -0.516519E+01   0.450473E-06  -0.516519E+01   0.237231E+01   0.849238E-08   0.450473E-06   0.849238E-08   0.147081E-08
  2406   0.102186E+03  -0.508511E+01   0.436064E-06  -0.508511E+01   0.236072E+01   0.881314E-08   0.436064E-06   0.881314E-08   0.146968E-08
  2407   0.101947E+03  -0.500539E+01   0.421150E-06  -0.500539E+01   0.234963E+01   0.914755E-08   0.421150E-06   0.914755E-08   0.146856E-08
  2408   0.101703E+03  -0.492605E+01   0.405773E-06  -0.492605E+01   0.233903E+01   0.949389E-08   0.405773E-06   0.949389E-08   0.146744E-08
  2409   0.101456E+03  -0.484711E+01   0.389976E-06  -0.484711E+01   0.232891E+01   0.985040E-08   0.389976E-06   0.985040E-08   0.146631E-08
  2410   0.101205E+03  -0.476861E+01   0.373801E-06  -0.476861E+01   0.231930E+01   0.102154E-07   0.373801E-06   0.102154E-07   0.146519E-08
  2411   0.100951E+03  -0.469057E+01   0.357292E-06  -0.469057E+01   0.231017E+01   0.105871E-07   0.357292E-06   0.105871E-07   0.146407E-08
  2412   0.100692E+03  -0.461301E+01   0.340491E-06  -0.461301E+01   0.230152E+01   0.109637E-07   0.340491E-06   0.109637E-07   0.146296E-08
  2413   0.100430E+03  -0.453597E+01   0.323440E-06  -0.453597E+01   0.229336E+01   0.113437E-07   0.323440E-06   0.113437E-07   0.146184E-08
  2414   0.100165E+03  -0.445946E+01   0.306181E-06  -0.445946E+01   0.228567E+01   0.117251E-07   0.306181E-06   0.117251E-07   0.146072E-08
  2415   0.998955E+02  -0.438352E+01   0.288759E-06  -0.438352E+01   0.227847E+01   0.121063E-07   0.288759E-06   0.121063E-07   0.145961E-08
  2416   0.996234E+02  -0.430817E+01   0.271214E-06  -0.430817E+01   0.227175E+01   0.124856E-07   0.271214E-06   0.124856E-07   0.145850E-08
  2417   0.993476E+02  -0.423344E+01   0.253590E-06  -0.423344E+01   0.226550E+01   0.128612E-07   0.253590E-06   0.128612E-07   0.145738E-08
  2418   0.990688E+02  -0.415935E+01   0.235930E-06  -0.415935E+01   0.225971E+01   0.132314E-07   0.235930E-06   0.132314E-07   0.145627E-08
  2419   0.987863E+02  -0.408593E+01   0.218275E-06  -0.408593E+01   0.225440E+01   0.135944E-07   0.218275E-06   0.135944E-07   0.145516E-08
  2420   0.985016E+02  -0.401321E+01   0.200668E-06  -0.401321E+01   0.224955E+01   0.139486E-07   0.200668E-06   0.139486E-07   0.145405E-08
  2421   0.982132E+02  -0.394119E+01   0.183153E-06  -0.394119E+01   0.224516E+01   0.142921E-07   0.183153E-06   0.142921E-07   0.145295E-08
  2422   0.979218E+02  -0.386991E+01   0.165771E-06  -0.386991E+01   0.224123E+01   0.146233E-07   0.165771E-06   0.146233E-07   0.145184E-08
  2423   0.976282E+02  -0.379939E+01   0.148565E-06  -0.379939E+01   0.223774E+01   0.149404E-07   0.148565E-06   0.149404E-07   0.145074E-08
  2424   0.973309E+02  -0.372965E+01   0.131578E-06  -0.372965E+01   0.223471E+01   0.152417E-07   0.131578E-06   0.152417E-07   0.144963E-08
  2425   0.970314E+02  -0.366071E+01   0.114852E-06  -0.366071E+01   0.223213E+01   0.155254E-07   0.114852E-06   0.155254E-07   0.144853E-08
  2426   0.967289E+02  -0.359260E+01   0.984306E-07  -0.359260E+01   0.222997E+01   0.157899E-07   0.984306E-07   0.157899E-07   0.144743E-08
  2427   0.964234E+02  -0.352532E+01   0.823552E-07  -0.352532E+01   0.222826E+01   0.160333E-07   0.823552E-07   0.160333E-07   0.144633E-08
  2428   0.961157E+02  -0.345891E+01   0.666689E-07  -0.345891E+01   0.222697E+01   0.162540E-07   0.666689E-07   0.162540E-07   0.144523E-08
  2429   0.958058E+02  -0.339338E+01   0.514142E-07  -0.339338E+01   0.222612E+01   0.164502E-07   0.514142E-07   0.164502E-07   0.144413E-08
  2430   0.954929E+02  -0.332874E+01   0.366338E-07  -0.332874E+01   0.222568E+01   0.166202E-07   0.366338E-07   0.166202E-07   0.144303E-08
  2431   0.951778E+02  -0.326504E+01   0.223701E-07  -0.326504E+01   0.222566E+01   0.167622E-07   0.223701E-07   0.167622E-07   0.144194E-08
  2432   0.948605E+02  -0.320227E+01   0.866578E-08  -0.320227E+01   0.222605E+01   0.168746E-07   0.866578E-08   0.168746E-07   0.144084E-08
  2433   0.945409E+02  -0.314047E+01  -0.443657E-08  -0.314047E+01   0.222684E+01   0.169555E-07  -0.443657E-08   0.169555E-07   0.143975E-08
  2434   0.942199E+02  -0.307964E+01  -0.168944E-07  -0.307964E+01   0.222804E+01   0.170033E-07  -0.168944E-07   0.170033E-07   0.143866E-08
  2435   0.938959E+02  -0.301979E+01  -0.286651E-07  -0.301979E+01   0.222963E+01   0.170162E-07  -0.286651E-07   0.170162E-07   0.143757E-08
  2436   0.935704E+02  -0.296096E+01  -0.397061E-07  -0.296096E+01   0.223161E+01   0.169925E-07  -0.397061E-07   0.169925E-07   0.143648E-08
  2437   0.932427E+02  -0.290316E+01  -0.499748E-07  -0.290316E+01   0.223397E+01   0.169304E-07  -0.499748E-07   0.169304E-07   0.143539E-08
  2438   0.929135E+02  -0.284639E+01  -0.594286E-07  -0.284639E+01   0.223672E+01   0.168283E-07  -0.594286E-07   0.168283E-07   0.143430E-08
  2439   0.925820E+02  -0.279067E+01  -0.680251E-07  -0.279067E+01   0.223982E+01   0.166843E-07  -0.680251E-07   0.166843E-07   0.143322E-08
  2440   0.922491E+02  -0.273603E+01  -0.757215E-07  -0.273603E+01   0.224330E+01   0.164967E-07  -0.757215E-07   0.164967E-07   0.143213E-08
  2441   0.919147E+02  -0.268247E+01  -0.824752E-07  -0.268247E+01   0.224714E+01   0.162639E-07  -0.824752E-07   0.162639E-07   0.143105E-08
  2442   0.915789E+02  -0.263001E+01  -0.882439E-07  -0.263001E+01   0.225133E+01   0.159841E-07  -0.882439E-07   0.159841E-07   0.142996E-08
  2443   0.912408E+02  -0.257865E+01  -0.929847E-07  -0.257865E+01   0.225586E+01   0.156555E-07  -0.929847E-07   0.156555E-07   0.142888E-08
  2444   0.909019E+02  -0.252842E+01  -0.966552E-07  -0.252842E+01   0.226074E+01   0.152764E-07  -0.966552E-07   0.152764E-07   0.142780E-08
  2445   0.905623E+02  -0.247932E+01  -0.992128E-07  -0.247932E+01   0.226595E+01   0.148451E-07  -0.992128E-07   0.148451E-07   0.142672E-08
  2446   0.902205E+02  -0.243136E+01  -0.100615E-06  -0.243136E+01   0.227148E+01   0.143599E-07  -0.100615E-06   0.143599E-07   0.142564E-08
  2447   0.898787E+02  -0.238457E+01  -0.100819E-06  -0.238457E+01   0.227734E+01   0.138190E-07  -0.100819E-06   0.138190E-07   0.142457E-08
  2448   0.895354E+02  -0.233894E+01  -0.997821E-07  -0.233894E+01   0.228351E+01   0.132206E-07  -0.997821E-07   0.132206E-07   0.142349E-08
  2449   0.891906E+02  -0.229449E+01  -0.974621E-07  -0.229449E+01   0.228999E+01   0.125631E-07  -0.974621E-07   0.125631E-07   0.142242E-08
  2450   0.888459E+02  -0.225122E+01  -0.938164E-07  -0.225122E+01   0.229677E+01   0.118447E-07  -0.938164E-07   0.118447E-07   0.142134E-08
  2451   0.884996E+02  -0.220915E+01  -0.888177E-07  -0.220915E+01   0.230384E+01   0.110645E-07  -0.888177E-07   0.110645E-07   0.142027E-08
  2452   0.881534E+02  -0.216827E+01  -0.825012E-07  -0.216827E+01   0.231118E+01   0.102247E-07  -0.825012E-07   0.102247E-07   0.141920E-08
  2453   0.878056E+02  -0.212862E+01  -0.749174E-07  -0.212862E+01   0.231882E+01   0.932827E-08  -0.749174E-07   0.932827E-08   0.141813E-08
  2454   0.874579E+02  -0.209019E+01  -0.661170E-07  -0.209019E+01   0.232672E+01   0.837830E-08  -0.661170E-07   0.837830E-08   0.141706E-08
  2455   0.871094E+02  -0.205298E+01  -0.561505E-07  -0.205298E+01   0.233489E+01   0.737778E-08  -0.561505E-07   0.737778E-08   0.141599E-08
  2456   0.867609E+02  -0.201700E+01  -0.450685E-07  -0.201700E+01   0.234330E+01   0.632974E-08  -0.450685E-07   0.632974E-08   0.141493E-08
  2457   0.864124E+02  -0.198226E+01  -0.329215E-07  -0.198226E+01   0.235197E+01   0.523719E-08  -0.329215E-07   0.523719E-08   0.141386E-08
  2458   0.860632E+02  -0.194877E+01  -0.197601E-07  -0.194877E+01   0.236088E+01   0.410315E-08  -0.197601E-07   0.410315E-08   0.141280E-08
  2459   0.857132E+02  -0.191652E+01  -0.563504E-08  -0.191652E+01   0.237002E+01   0.293064E-08  -0.563504E-08   0.293064E-08   0.141173E-08
  2460   0.853640E+02  -0.188552E+01   0.940327E-08  -0.188552E+01   0.237938E+01   0.172268E-08   0.940327E-08   0.172268E-08   0.141067E-08
  2461   0.850148E+02  -0.185578E+01   0.253042E-07  -0.185578E+01   0.238897E+01   0.482284E-09   0.253042E-07   0.482284E-09   0.140961E-08
  2462   0.846648E+02  -0.182730E+01   0.420172E-07  -0.182730E+01   0.239876E+01  -0.787523E-09   0.420172E-07  -0.787523E-09   0.140855E-08
  2463   0.843164E+02  -0.180008E+01   0.594916E-07  -0.180008E+01   0.240876E+01  -0.208373E-08   0.594916E-07  -0.208373E-08   0.140749E-08
  2464   0.839672E+02  -0.177412E+01   0.776769E-07  -0.177412E+01   0.241895E+01  -0.340330E-08   0.776769E-07  -0.340330E-08   0.140643E-08
  2465   0.836187E+02  -0.174942E+01   0.965225E-07  -0.174942E+01   0.242933E+01  -0.474324E-08   0.965225E-07  -0.474324E-08   0.140538E-08
  2466   0.832702E+02  -0.172599E+01   0.115978E-06  -0.172599E+01   0.243989E+01  -0.610051E-08   0.115978E-06  -0.610051E-08   0.140432E-08
  2467   0.829225E+02  -0.170382E+01   0.135992E-06  -0.170382E+01   0.245062E+01  -0.747211E-08   0.135992E-06  -0.747211E-08   0.140327E-08
  2468   0.825756E+02  -0.168291E+01   0.156515E-06  -0.168291E+01   0.246151E+01  -0.885500E-08   0.156515E-06  -0.885500E-08   0.140221E-08
  2469   0.822293E+02  -0.166327E+01   0.177496E-06  -0.166327E+01   0.247256E+01  -0.102462E-07   0.177496E-06  -0.102462E-07   0.140116E-08
  2470   0.818831E+02  -0.164488E+01   0.198885E-06  -0.164488E+01   0.248376E+01  -0.116426E-07   0.198885E-06  -0.116426E-07   0.140011E-08
  2471   0.815384E+02  -0.162776E+01   0.220630E-06  -0.162776E+01   0.249509E+01  -0.130413E-07   0.220630E-06  -0.130413E-07   0.139906E-08
  2472   0.811944E+02  -0.161189E+01   0.242682E-06  -0.161189E+01   0.250656E+01  -0.144392E-07   0.242682E-06  -0.144392E-07   0.139801E-08
  2473   0.808512E+02  -0.159727E+01   0.264989E-06  -0.159727E+01   0.251815E+01  -0.158333E-07   0.264989E-06  -0.158333E-07   0.139696E-08
  2474   0.805087E+02  -0.158390E+01   0.287501E-06  -0.158390E+01   0.252985E+01  -0.172206E-07   0.287501E-06  -0.172206E-07   0.139592E-08
  2475   0.801677E+02  -0.157179E+01   0.310168E-06  -0.157179E+01   0.254167E+01  -0.185981E-07   0.310168E-06  -0.185981E-07   0.139487E-08
  2476   0.798275E+02  -0.156092E+01   0.332939E-06  -0.156092E+01   0.255358E+01  -0.199627E-07   0.332939E-06  -0.199627E-07   0.139383E-08
  2477   0.794887E+02  -0.155128E+01   0.355763E-06  -0.155128E+01   0.256559E+01  -0.213115E-07   0.355763E-06  -0.213115E-07   0.139278E-08
  2478   0.791514E+02  -0.154287E+01   0.378589E-06  -0.154287E+01   0.257768E+01  -0.226414E-07   0.378589E-06  -0.226414E-07   0.139174E-08
  2479   0.788157E+02  -0.153568E+01   0.401369E-06  -0.153568E+01   0.258984E+01  -0.239493E-07   0.401369E-06  -0.239493E-07   0.139070E-08
  2480   0.784807E+02  -0.152971E+01   0.424049E-06  -0.152971E+01   0.260208E+01  -0.252324E-07   0.424049E-06  -0.252324E-07   0.138966E-08
  2481   0.781479E+02  -0.152495E+01   0.446581E-06  -0.152495E+01   0.261438E+01  -0.264875E-07   0.446581E-06  -0.264875E-07   0.138862E-08
  2482   0.778166E+02  -0.152139E+01   0.468913E-06  -0.152139E+01   0.262673E+01  -0.277116E-07   0.468913E-06  -0.277116E-07   0.138758E-08
  2483   0.774867E+02  -0.151902E+01   0.490995E-06  -0.151902E+01   0.263913E+01  -0.289017E-07   0.490995E-06  -0.289017E-07   0.138655E-08
  2484   0.771584E+02  -0.151784E+01   0.512776E-06  -0.151784E+01   0.265157E+01  -0.300549E-07   0.512776E-06  -0.300549E-07   0.138551E-08
  2485   0.768324E+02  -0.151784E+01   0.534206E-06  -0.151784E+01   0.266404E+01  -0.311680E-07   0.534206E-06  -0.311680E-07   0.138448E-08
  2486   0.765085E+02  -0.151900E+01   0.555234E-06  -0.151900E+01   0.267654E+01  -0.322381E-07   0.555234E-06  -0.322381E-07   0.138344E-08
  2487   0.761861E+02  -0.152132E+01   0.575810E-06  -0.152132E+01   0.268904E+01  -0.332622E-07   0.575810E-06  -0.332622E-07   0.138241E-08
  2488   0.758660E+02  -0.152480E+01   0.595883E-06  -0.152480E+01   0.270156E+01  -0.342371E-07   0.595883E-06  -0.342371E-07   0.138138E-08
  2489   0.755474E+02  -0.152942E+01   0.615402E-06  -0.152942E+01   0.271408E+01  -0.351600E-07   0.615402E-06  -0.351600E-07   0.138035E-08
  2490   0.752310E+02  -0.153516E+01   0.634317E-06  -0.153516E+01   0.272658E+01  -0.360278E-07   0.634317E-06  -0.360278E-07   0.137932E-08
  2491   0.749176E+02  -0.154203E+01   0.652577E-06  -0.154203E+01   0.273908E+01  -0.368374E-07   0.652577E-06  -0.368374E-07   0.137829E-08
  2492   0.746057E+02  -0.155000E+01   0.670132E-06  -0.155000E+01   0.275155E+01  -0.375859E-07   0.670132E-06  -0.375859E-07   0.137727E-08
  2493   0.742960E+02  -0.155907E+01   0.686931E-06  -0.155907E+01   0.276399E+01  -0.382702E-07   0.686931E-06  -0.382702E-07   0.137624E-08
  2494   0.739889E+02  -0.156921E+01   0.702923E-06  -0.156921E+01   0.277640E+01  -0.388873E-07   0.702923E-06  -0.388873E-07   0.137521E-08
  2495   0.736842E+02  -0.158043E+01   0.718058E-06  -0.158043E+01   0.278876E+01  -0.394342E-07   0.718058E-06  -0.394342E-07   0.137419E-08
  2496   0.733819E+02  -0.159270E+01   0.732286E-06  -0.159270E+01   0.280107E+01  -0.399079E-07   0.732286E-06  -0.399079E-07   0.137317E-08
