#    L    TT             EE             BB             TE          
  1174   0.114737E+04   0.143350E+02   0.985067E-01  -0.862533E+01
  1175   0.114379E+04   0.144323E+02   0.984697E-01  -0.795361E+01
  1176   0.114015E+04   0.145332E+02   0.984315E-01  -0.729435E+01
  1177   0.113647E+04   0.146377E+02   0.983923E-01  -0.664775E+01
  1178   0.113274E+04   0.147459E+02   0.983520E-01  -0.601409E+01
  1179   0.112896E+04   0.148575E+02   0.983105E-01  -0.539359E+01
  1180   0.112514E+04   0.149725E+02   0.982680E-01  -0.478651E+01
  1181   0.112127E+04   0.150909E+02   0.982244E-01  -0.419308E+01
  1182   0.111736E+04   0.152126E+02   0.981798E-01  -0.361348E+01
  1183   0.111340E+04   0.153375E+02   0.981341E-01  -0.304795E+01
  1184   0.110941E+04   0.154656E+02   0.980873E-01  -0.249669E+01
  1185   0.110538E+04   0.155966E+02   0.980395E-01  -0.195993E+01
  1186   0.110131E+04   0.157308E+02   0.979907E-01  -0.143788E+01
  1187   0.109720E+04   0.158678E+02   0.979409E-01  -0.930746E+00
  1188   0.109306E+04   0.160077E+02   0.978900E-01  -0.438681E+00
  1189   0.108889E+04   0.161504E+02   0.978382E-01   0.381533E-01
  1190   0.108467E+04   0.162957E+02   0.977854E-01   0.499617E+00
  1191   0.108043E+04   0.164437E+02   0.977316E-01   0.945562E+00
  1192   0.107616E+04   0.165942E+02   0.976769E-01   0.137583E+01
  1193   0.107187E+04   0.167472E+02   0.976212E-01   0.179029E+01
  1194   0.106755E+04   0.169026E+02   0.975646E-01   0.218877E+01
  1195   0.106321E+04   0.170602E+02   0.975071E-01   0.257118E+01
  1196   0.105884E+04   0.172200E+02   0.974487E-01   0.293740E+01
  1197   0.105444E+04   0.173820E+02   0.973893E-01   0.328734E+01
  1198   0.105004E+04   0.175460E+02   0.973291E-01   0.362089E+01
  1199   0.104561E+04   0.177120E+02   0.972681E-01   0.393786E+01
  1200   0.104117E+04   0.178798E+02   0.972062E-01   0.423830E+01
  1201   0.103670E+04   0.180494E+02   0.971434E-01   0.452196E+01
  1202   0.103223E+04   0.182207E+02   0.970798E-01   0.478893E+01
  1203   0.102774E+04   0.183936E+02   0.970154E-01   0.503906E+01
  1204   0.102325E+04   0.185681E+02   0.969503E-01   0.527238E+01
  1205   0.101874E+04   0.187440E+02   0.968843E-01   0.548879E+01
  1206   0.101422E+04   0.189213E+02   0.968176E-01   0.568831E+01
  1207   0.100969E+04   0.190997E+02   0.967502E-01   0.587093E+01
  1208   0.100517E+04   0.192795E+02   0.966820E-01   0.603652E+01
  1209   0.100064E+04   0.194604E+02   0.966131E-01   0.618520E+01
  1210   0.996101E+03   0.196423E+02   0.965435E-01   0.631685E+01
  1211   0.991564E+03   0.198251E+02   0.964732E-01   0.643166E+01
  1212   0.987032E+03   0.200087E+02   0.964023E-01   0.652957E+01
  1213   0.982498E+03   0.201932E+02   0.963307E-01   0.661056E+01
  1214   0.977969E+03   0.203784E+02   0.962585E-01   0.667465E+01
  1215   0.973452E+03   0.205642E+02   0.961857E-01   0.672194E+01
  1216   0.968932E+03   0.207505E+02   0.961122E-01   0.675239E+01
  1217   0.964424E+03   0.209372E+02   0.960382E-01   0.676609E+01
  1218   0.959928E+03   0.211242E+02   0.959637E-01   0.676306E+01
  1219   0.955442E+03   0.213115E+02   0.958886E-01   0.674327E+01
  1220   0.950960E+03   0.214990E+02   0.958129E-01   0.670695E+01
  1221   0.946504E+03   0.216864E+02   0.957368E-01   0.665390E+01
  1222   0.942050E+03   0.218740E+02   0.956602E-01   0.658437E+01
  1223   0.937621E+03   0.220613E+02   0.955831E-01   0.649844E+01
  1224   0.933202E+03   0.222485E+02   0.955055E-01   0.639613E+01
  1225   0.928808E+03   0.224355E+02   0.954276E-01   0.627776E+01
  1226   0.924430E+03   0.226220E+02   0.953492E-01   0.614333E+01
  1227   0.920075E+03   0.228082E+02   0.952704E-01   0.599294E+01
  1228   0.915745E+03   0.229938E+02   0.951912E-01   0.582690E+01
  1229   0.911445E+03   0.231789E+02   0.951117E-01   0.564521E+01
  1230   0.907167E+03   0.233633E+02   0.950318E-01   0.544804E+01
  1231   0.902913E+03   0.235469E+02   0.949516E-01   0.523546E+01
  1232   0.898688E+03   0.237298E+02   0.948712E-01   0.500778E+01
  1233   0.894501E+03   0.239116E+02   0.947904E-01   0.476492E+01
  1234   0.890335E+03   0.240924E+02   0.947094E-01   0.450720E+01
  1235   0.886206E+03   0.242722E+02   0.946281E-01   0.423462E+01
  1236   0.882105E+03   0.244508E+02   0.945466E-01   0.394739E+01
  1237   0.878041E+03   0.246281E+02   0.944650E-01   0.364566E+01
  1238   0.874012E+03   0.248041E+02   0.943831E-01   0.332967E+01
  1239   0.870019E+03   0.249786E+02   0.943011E-01   0.299956E+01
  1240   0.866061E+03   0.251515E+02   0.942189E-01   0.265553E+01
  1241   0.862145E+03   0.253230E+02   0.941366E-01   0.229783E+01
  1242   0.858271E+03   0.254928E+02   0.940542E-01   0.192665E+01
  1243   0.854431E+03   0.256608E+02   0.939717E-01   0.154215E+01
  1244   0.850634E+03   0.258270E+02   0.938891E-01   0.114446E+01
  1245   0.846877E+03   0.259913E+02   0.938065E-01   0.733928E+00
  1246   0.843169E+03   0.261536E+02   0.937239E-01   0.310722E+00
  1247   0.839502E+03   0.263139E+02   0.936413E-01  -0.124943E+00
  1248   0.835883E+03   0.264720E+02   0.935586E-01  -0.572856E+00
  1249   0.832305E+03   0.266279E+02   0.934761E-01  -0.103281E+01
  1250   0.828781E+03   0.267815E+02   0.933935E-01  -0.150456E+01
  1251   0.825298E+03   0.269328E+02   0.933110E-01  -0.198785E+01
  1252   0.821861E+03   0.270817E+02   0.932286E-01  -0.248239E+01
  1253   0.818479E+03   0.272281E+02   0.931464E-01  -0.298790E+01
  1254   0.815143E+03   0.273721E+02   0.930642E-01  -0.350412E+01
  1255   0.811862E+03   0.275135E+02   0.929822E-01  -0.403075E+01
  1256   0.808633E+03   0.276522E+02   0.929003E-01  -0.456753E+01
  1257   0.805458E+03   0.277883E+02   0.928186E-01  -0.511419E+01
  1258   0.802336E+03   0.279218E+02   0.927371E-01  -0.567045E+01
  1259   0.799259E+03   0.280525E+02   0.926558E-01  -0.623605E+01
  1260   0.796249E+03   0.281804E+02   0.925748E-01  -0.681070E+01
  1261   0.793284E+03   0.283054E+02   0.924940E-01  -0.739415E+01
  1262   0.790379E+03   0.284275E+02   0.924134E-01  -0.798612E+01
  1263   0.787533E+03   0.285466E+02   0.923332E-01  -0.858636E+01
  1264   0.784739E+03   0.286627E+02   0.922532E-01  -0.919457E+01
  1265   0.782003E+03   0.287757E+02   0.921735E-01  -0.981047E+01
  1266   0.779318E+03   0.288856E+02   0.920942E-01  -0.104337E+02
  1267   0.776700E+03   0.289923E+02   0.920152E-01  -0.110641E+02
  1268   0.774139E+03   0.290959E+02   0.919365E-01  -0.117012E+02
  1269   0.771636E+03   0.291963E+02   0.918582E-01  -0.123448E+02
  1270   0.769191E+03   0.292934E+02   0.917803E-01  -0.129945E+02
  1271   0.766804E+03   0.293872E+02   0.917028E-01  -0.136501E+02
  1272   0.764482E+03   0.294776E+02   0.916257E-01  -0.143113E+02
  1273   0.762217E+03   0.295647E+02   0.915491E-01  -0.149776E+02
  1274   0.760008E+03   0.296483E+02   0.914728E-01  -0.156490E+02
  1275   0.757862E+03   0.297286E+02   0.913970E-01  -0.163249E+02
  1276   0.755778E+03   0.298054E+02   0.913217E-01  -0.170051E+02
  1277   0.753755E+03   0.298787E+02   0.912469E-01  -0.176894E+02
  1278   0.751793E+03   0.299485E+02   0.911725E-01  -0.183773E+02
  1279   0.749892E+03   0.300147E+02   0.910987E-01  -0.190686E+02
  1280   0.748052E+03   0.300774E+02   0.910253E-01  -0.197630E+02
  1281   0.746273E+03   0.301364E+02   0.909525E-01  -0.204602E+02
  1282   0.744555E+03   0.301918E+02   0.908802E-01  -0.211598E+02
  1283   0.742898E+03   0.302435E+02   0.908084E-01  -0.218616E+02
  1284   0.741302E+03   0.302915E+02   0.907372E-01  -0.225652E+02
  1285   0.739767E+03   0.303357E+02   0.906665E-01  -0.232702E+02
  1286   0.738293E+03   0.303762E+02   0.905964E-01  -0.239766E+02
  1287   0.736881E+03   0.304130E+02   0.905269E-01  -0.246838E+02
  1288   0.735528E+03   0.304460E+02   0.904580E-01  -0.253915E+02
  1289   0.734236E+03   0.304753E+02   0.903897E-01  -0.260994E+02
  1290   0.733006E+03   0.305008E+02   0.903220E-01  -0.268072E+02
  1291   0.731835E+03   0.305225E+02   0.902549E-01  -0.275146E+02
  1292   0.730725E+03   0.305406E+02   0.901884E-01  -0.282213E+02
  1293   0.729675E+03   0.305549E+02   0.901225E-01  -0.289269E+02
  1294   0.728685E+03   0.305654E+02   0.900573E-01  -0.296312E+02
  1295   0.727754E+03   0.305721E+02   0.899927E-01  -0.303338E+02
  1296   0.726883E+03   0.305751E+02   0.899288E-01  -0.310345E+02
  1297   0.726069E+03   0.305742E+02   0.898655E-01  -0.317328E+02
  1298   0.725315E+03   0.305697E+02   0.898029E-01  -0.324286E+02
  1299   0.724618E+03   0.305612E+02   0.897409E-01  -0.331216E+02
  1300   0.723978E+03   0.305490E+02   0.896796E-01  -0.338114E+02
  1301   0.723396E+03   0.305330E+02   0.896190E-01  -0.344977E+02
  1302   0.722870E+03   0.305133E+02   0.895591E-01  -0.351803E+02
  1303   0.722400E+03   0.304898E+02   0.894998E-01  -0.358589E+02
  1304   0.721985E+03   0.304625E+02   0.894413E-01  -0.365332E+02
  1305   0.721626E+03   0.304317E+02   0.893834E-01  -0.372029E+02
  1306   0.721321E+03   0.303971E+02   0.893262E-01  -0.378678E+02
  1307   0.721070E+03   0.303588E+02   0.892697E-01  -0.385276E+02
  1308   0.720873E+03   0.303169E+02   0.892140E-01  -0.391820E+02
  1309   0.720729E+03   0.302714E+02   0.891589E-01  -0.398308E+02
  1310   0.720637E+03   0.302222E+02   0.891045E-01  -0.404737E+02
  1311   0.720596E+03   0.301694E+02   0.890509E-01  -0.411104E+02
  1312   0.720606E+03   0.301130E+02   0.889979E-01  -0.417406E+02
  1313   0.720667E+03   0.300530E+02   0.889457E-01  -0.423641E+02
  1314   0.720777E+03   0.299895E+02   0.888941E-01  -0.429808E+02
  1315   0.720935E+03   0.299225E+02   0.888433E-01  -0.435902E+02
  1316   0.721141E+03   0.298520E+02   0.887932E-01  -0.441922E+02
  1317   0.721395E+03   0.297782E+02   0.887438E-01  -0.447866E+02
  1318   0.721695E+03   0.297010E+02   0.886951E-01  -0.453731E+02
  1319   0.722041E+03   0.296205E+02   0.886472E-01  -0.459515E+02
  1320   0.722432E+03   0.295367E+02   0.885999E-01  -0.465215E+02
  1321   0.722867E+03   0.294497E+02   0.885533E-01  -0.470830E+02
  1322   0.723347E+03   0.293595E+02   0.885075E-01  -0.476357E+02
  1323   0.723868E+03   0.292662E+02   0.884623E-01  -0.481795E+02
  1324   0.724431E+03   0.291698E+02   0.884179E-01  -0.487140E+02
  1325   0.725034E+03   0.290703E+02   0.883741E-01  -0.492390E+02
  1326   0.725678E+03   0.289677E+02   0.883311E-01  -0.497545E+02
  1327   0.726360E+03   0.288621E+02   0.882887E-01  -0.502602E+02
  1328   0.727081E+03   0.287535E+02   0.882470E-01  -0.507557E+02
  1329   0.727838E+03   0.286421E+02   0.882060E-01  -0.512411E+02
  1330   0.728631E+03   0.285277E+02   0.881657E-01  -0.517161E+02
  1331   0.729460E+03   0.284106E+02   0.881261E-01  -0.521805E+02
  1332   0.730321E+03   0.282906E+02   0.880871E-01  -0.526342E+02
  1333   0.731217E+03   0.281679E+02   0.880488E-01  -0.530770E+02
  1334   0.732145E+03   0.280427E+02   0.880111E-01  -0.535086E+02
  1335   0.733103E+03   0.279147E+02   0.879741E-01  -0.539289E+02
  1336   0.734092E+03   0.277842E+02   0.879378E-01  -0.543379E+02
  1337   0.735109E+03   0.276512E+02   0.879020E-01  -0.547353E+02
  1338   0.736155E+03   0.275158E+02   0.878669E-01  -0.551210E+02
  1339   0.737228E+03   0.273779E+02   0.878325E-01  -0.554948E+02
  1340   0.738325E+03   0.272378E+02   0.877986E-01  -0.558567E+02
  1341   0.739449E+03   0.270953E+02   0.877653E-01  -0.562064E+02
  1342   0.740596E+03   0.269506E+02   0.877327E-01  -0.565438E+02
  1343   0.741765E+03   0.268037E+02   0.877006E-01  -0.568689E+02
  1344   0.742955E+03   0.266547E+02   0.876691E-01  -0.571814E+02
  1345   0.744166E+03   0.265036E+02   0.876382E-01  -0.574812E+02
  1346   0.745396E+03   0.263505E+02   0.876078E-01  -0.577683E+02
  1347   0.746644E+03   0.261954E+02   0.875780E-01  -0.580424E+02
  1348   0.747909E+03   0.260383E+02   0.875487E-01  -0.583035E+02
  1349   0.749189E+03   0.258795E+02   0.875199E-01  -0.585515E+02
  1350   0.750484E+03   0.257189E+02   0.874917E-01  -0.587864E+02
  1351   0.751793E+03   0.255566E+02   0.874640E-01  -0.590081E+02
  1352   0.753114E+03   0.253927E+02   0.874367E-01  -0.592166E+02
  1353   0.754449E+03   0.252272E+02   0.874100E-01  -0.594118E+02
  1354   0.755789E+03   0.250604E+02   0.873837E-01  -0.595938E+02
  1355   0.757143E+03   0.248920E+02   0.873579E-01  -0.597624E+02
  1356   0.758507E+03   0.247224E+02   0.873325E-01  -0.599177E+02
  1357   0.759878E+03   0.245516E+02   0.873075E-01  -0.600596E+02
  1358   0.761259E+03   0.243795E+02   0.872830E-01  -0.601881E+02
  1359   0.762641E+03   0.242063E+02   0.872589E-01  -0.603032E+02
  1360   0.764025E+03   0.240320E+02   0.872352E-01  -0.604047E+02
  1361   0.765411E+03   0.238567E+02   0.872119E-01  -0.604927E+02
  1362   0.766807E+03   0.236804E+02   0.871890E-01  -0.605672E+02
  1363   0.768199E+03   0.235032E+02   0.871664E-01  -0.606281E+02
  1364   0.769593E+03   0.233252E+02   0.871441E-01  -0.606756E+02
  1365   0.770990E+03   0.231464E+02   0.871222E-01  -0.607095E+02
  1366   0.772376E+03   0.229670E+02   0.871007E-01  -0.607299E+02
  1367   0.773765E+03   0.227870E+02   0.870794E-01  -0.607368E+02
  1368   0.775151E+03   0.226063E+02   0.870584E-01  -0.607302E+02
  1369   0.776526E+03   0.224252E+02   0.870377E-01  -0.607102E+02
  1370   0.777906E+03   0.222438E+02   0.870173E-01  -0.606769E+02
  1371   0.779268E+03   0.220619E+02   0.869971E-01  -0.606302E+02
  1372   0.780627E+03   0.218798E+02   0.869772E-01  -0.605702E+02
  1373   0.781977E+03   0.216975E+02   0.869575E-01  -0.604969E+02
  1374   0.783318E+03   0.215150E+02   0.869380E-01  -0.604106E+02
  1375   0.784641E+03   0.213325E+02   0.869187E-01  -0.603111E+02
  1376   0.785956E+03   0.211501E+02   0.868996E-01  -0.601985E+02
  1377   0.787262E+03   0.209676E+02   0.868806E-01  -0.600730E+02
  1378   0.788553E+03   0.207854E+02   0.868619E-01  -0.599346E+02
  1379   0.789827E+03   0.206033E+02   0.868432E-01  -0.597833E+02
  1380   0.791079E+03   0.204215E+02   0.868247E-01  -0.596192E+02
  1381   0.792323E+03   0.202399E+02   0.868063E-01  -0.594424E+02
  1382   0.793545E+03   0.200588E+02   0.867881E-01  -0.592528E+02
  1383   0.794745E+03   0.198781E+02   0.867699E-01  -0.590506E+02
  1384   0.795923E+03   0.196978E+02   0.867517E-01  -0.588358E+02
  1385   0.797086E+03   0.195182E+02   0.867337E-01  -0.586088E+02
  1386   0.798229E+03   0.193392E+02   0.867157E-01  -0.583696E+02
  1387   0.799342E+03   0.191609E+02   0.866977E-01  -0.581182E+02
  1388   0.800435E+03   0.189834E+02   0.866797E-01  -0.578551E+02
  1389   0.801500E+03   0.188068E+02   0.866618E-01  -0.575802E+02
  1390   0.802544E+03   0.186311E+02   0.866438E-01  -0.572937E+02
  1391   0.803561E+03   0.184564E+02   0.866258E-01  -0.569958E+02
  1392   0.804550E+03   0.182828E+02   0.866078E-01  -0.566865E+02
  1393   0.805519E+03   0.181103E+02   0.865897E-01  -0.563661E+02
  1394   0.806454E+03   0.179389E+02   0.865716E-01  -0.560345E+02
  1395   0.807355E+03   0.177687E+02   0.865534E-01  -0.556921E+02
  1396   0.808229E+03   0.175998E+02   0.865351E-01  -0.553388E+02
  1397   0.809076E+03   0.174323E+02   0.865167E-01  -0.549748E+02
  1398   0.809883E+03   0.172661E+02   0.864982E-01  -0.546003E+02
  1399   0.810664E+03   0.171014E+02   0.864795E-01  -0.542155E+02
  1400   0.811404E+03   0.169381E+02   0.864607E-01  -0.538205E+02
  1401   0.812119E+03   0.167765E+02   0.864417E-01  -0.534157E+02
  1402   0.812793E+03   0.166164E+02   0.864226E-01  -0.530010E+02
  1403   0.813435E+03   0.164579E+02   0.864033E-01  -0.525767E+02
  1404   0.814045E+03   0.163012E+02   0.863838E-01  -0.521431E+02
  1405   0.814615E+03   0.161463E+02   0.863640E-01  -0.517002E+02
  1406   0.815146E+03   0.159932E+02   0.863441E-01  -0.512482E+02
  1407   0.815638E+03   0.158418E+02   0.863239E-01  -0.507874E+02
  1408   0.816099E+03   0.156924E+02   0.863034E-01  -0.503178E+02
  1409   0.816514E+03   0.155449E+02   0.862827E-01  -0.498397E+02
  1410   0.816898E+03   0.153994E+02   0.862617E-01  -0.493533E+02
  1411   0.817236E+03   0.152559E+02   0.862405E-01  -0.488586E+02
  1412   0.817536E+03   0.151145E+02   0.862189E-01  -0.483561E+02
  1413   0.817792E+03   0.149752E+02   0.861970E-01  -0.478458E+02
  1414   0.818010E+03   0.148380E+02   0.861747E-01  -0.473281E+02
  1415   0.818183E+03   0.147030E+02   0.861522E-01  -0.468031E+02
  1416   0.818319E+03   0.145703E+02   0.861292E-01  -0.462712E+02
  1417   0.818411E+03   0.144399E+02   0.861060E-01  -0.457324E+02
  1418   0.818466E+03   0.143117E+02   0.860823E-01  -0.451872E+02
  1419   0.818477E+03   0.141860E+02   0.860582E-01  -0.446355E+02
  1420   0.818445E+03   0.140626E+02   0.860338E-01  -0.440778E+02
  1421   0.818369E+03   0.139416E+02   0.860089E-01  -0.435143E+02
  1422   0.818249E+03   0.138232E+02   0.859836E-01  -0.429451E+02
  1423   0.818094E+03   0.137071E+02   0.859579E-01  -0.423704E+02
  1424   0.817888E+03   0.135937E+02   0.859317E-01  -0.417905E+02
  1425   0.817640E+03   0.134827E+02   0.859051E-01  -0.412055E+02
  1426   0.817349E+03   0.133744E+02   0.858780E-01  -0.406159E+02
  1427   0.817007E+03   0.132686E+02   0.858505E-01  -0.400216E+02
  1428   0.816623E+03   0.131655E+02   0.858224E-01  -0.394230E+02
  1429   0.816197E+03   0.130650E+02   0.857939E-01  -0.388204E+02
  1430   0.815729E+03   0.129671E+02   0.857648E-01  -0.382139E+02
  1431   0.815211E+03   0.128721E+02   0.857353E-01  -0.376038E+02
  1432   0.814652E+03   0.127797E+02   0.857052E-01  -0.369903E+02
  1433   0.814043E+03   0.126901E+02   0.856746E-01  -0.363737E+02
  1434   0.813393E+03   0.126032E+02   0.856434E-01  -0.357541E+02
  1435   0.812694E+03   0.125191E+02   0.856117E-01  -0.351320E+02
  1436   0.811953E+03   0.124378E+02   0.855794E-01  -0.345073E+02
  1437   0.811163E+03   0.123593E+02   0.855466E-01  -0.338806E+02
  1438   0.810325E+03   0.122837E+02   0.855132E-01  -0.332519E+02
  1439   0.809446E+03   0.122109E+02   0.854792E-01  -0.326215E+02
  1440   0.808526E+03   0.121409E+02   0.854447E-01  -0.319896E+02
  1441   0.807558E+03   0.120739E+02   0.854095E-01  -0.313565E+02
  1442   0.806541E+03   0.120096E+02   0.853738E-01  -0.307224E+02
  1443   0.805476E+03   0.119483E+02   0.853374E-01  -0.300874E+02
  1444   0.804370E+03   0.118898E+02   0.853004E-01  -0.294521E+02
  1445   0.803216E+03   0.118343E+02   0.852628E-01  -0.288163E+02
  1446   0.802015E+03   0.117816E+02   0.852246E-01  -0.281805E+02
  1447   0.800772E+03   0.117319E+02   0.851858E-01  -0.275449E+02
  1448   0.799482E+03   0.116850E+02   0.851464E-01  -0.269096E+02
  1449   0.798144E+03   0.116411E+02   0.851063E-01  -0.262751E+02
  1450   0.796766E+03   0.116001E+02   0.850656E-01  -0.256414E+02
  1451   0.795347E+03   0.115620E+02   0.850242E-01  -0.250090E+02
  1452   0.793881E+03   0.115267E+02   0.849822E-01  -0.243779E+02
  1453   0.792367E+03   0.114944E+02   0.849395E-01  -0.237485E+02
  1454   0.790813E+03   0.114651E+02   0.848962E-01  -0.231210E+02
  1455   0.789218E+03   0.114385E+02   0.848522E-01  -0.224956E+02
  1456   0.787583E+03   0.114149E+02   0.848076E-01  -0.218723E+02
  1457   0.785908E+03   0.113942E+02   0.847624E-01  -0.212515E+02
  1458   0.784185E+03   0.113763E+02   0.847164E-01  -0.206334E+02
  1459   0.782422E+03   0.113613E+02   0.846698E-01  -0.200181E+02
  1460   0.780618E+03   0.113491E+02   0.846226E-01  -0.194059E+02
  1461   0.778774E+03   0.113398E+02   0.845747E-01  -0.187969E+02
  1462   0.776890E+03   0.113332E+02   0.845261E-01  -0.181914E+02
  1463   0.774965E+03   0.113295E+02   0.844768E-01  -0.175896E+02
  1464   0.773000E+03   0.113285E+02   0.844269E-01  -0.169917E+02
  1465   0.770995E+03   0.113303E+02   0.843764E-01  -0.163977E+02
  1466   0.768956E+03   0.113348E+02   0.843251E-01  -0.158081E+02
  1467   0.766877E+03   0.113421E+02   0.842732E-01  -0.152229E+02
  1468   0.764765E+03   0.113521E+02   0.842207E-01  -0.146423E+02
  1469   0.762612E+03   0.113647E+02   0.841675E-01  -0.140667E+02
  1470   0.760418E+03   0.113801E+02   0.841136E-01  -0.134959E+02
  1471   0.758198E+03   0.113980E+02   0.840591E-01  -0.129304E+02
  1472   0.755938E+03   0.114186E+02   0.840039E-01  -0.123703E+02
  1473   0.753636E+03   0.114417E+02   0.839480E-01  -0.118157E+02
  1474   0.751309E+03   0.114675E+02   0.838915E-01  -0.112669E+02
  1475   0.748940E+03   0.114957E+02   0.838344E-01  -0.107240E+02
  1476   0.746545E+03   0.115265E+02   0.837766E-01  -0.101872E+02
  1477   0.744117E+03   0.115598E+02   0.837181E-01  -0.965661E+01
  1478   0.741654E+03   0.115954E+02   0.836590E-01  -0.913245E+01
  1479   0.739165E+03   0.116335E+02   0.835993E-01  -0.861484E+01
  1480   0.736642E+03   0.116740E+02   0.835389E-01  -0.810398E+01
  1481   0.734092E+03   0.117169E+02   0.834779E-01  -0.760003E+01
  1482   0.731508E+03   0.117620E+02   0.834163E-01  -0.710313E+01
  1483   0.728897E+03   0.118094E+02   0.833541E-01  -0.661340E+01
  1484   0.726267E+03   0.118591E+02   0.832912E-01  -0.613101E+01
  1485   0.723602E+03   0.119110E+02   0.832277E-01  -0.565610E+01
  1486   0.720917E+03   0.119651E+02   0.831636E-01  -0.518878E+01
  1487   0.718198E+03   0.120212E+02   0.830989E-01  -0.472923E+01
  1488   0.715458E+03   0.120795E+02   0.830336E-01  -0.427756E+01
  1489   0.712699E+03   0.121399E+02   0.829676E-01  -0.383392E+01
  1490   0.709908E+03   0.122023E+02   0.829011E-01  -0.339842E+01
  1491   0.707096E+03   0.122665E+02   0.828340E-01  -0.297118E+01
  1492   0.704263E+03   0.123328E+02   0.827664E-01  -0.255232E+01
  1493   0.701408E+03   0.124010E+02   0.826981E-01  -0.214197E+01
  1494   0.698532E+03   0.124709E+02   0.826293E-01  -0.174026E+01
  1495   0.695636E+03   0.125427E+02   0.825599E-01  -0.134729E+01
  1496   0.692721E+03   0.126163E+02   0.824900E-01  -0.963181E+00
  1497   0.689787E+03   0.126915E+02   0.824195E-01  -0.587994E+00
  1498   0.686835E+03   0.127684E+02   0.823485E-01  -0.221831E+00
  1499   0.683866E+03   0.128469E+02   0.822769E-01   0.135221E+00
  1500   0.680881E+03   0.129269E+02   0.822048E-01   0.483069E+00
  1501   0.677880E+03   0.130085E+02   0.821322E-01   0.821617E+00
  1502   0.674865E+03   0.130916E+02   0.820590E-01   0.115080E+01
  1503   0.671836E+03   0.131761E+02   0.819854E-01   0.147052E+01
  1504   0.668793E+03   0.132619E+02   0.819113E-01   0.178075E+01
  1505   0.665738E+03   0.133492E+02   0.818366E-01   0.208142E+01
  1506   0.662671E+03   0.134376E+02   0.817615E-01   0.237245E+01
  1507   0.659592E+03   0.135274E+02   0.816860E-01   0.265379E+01
  1508   0.656503E+03   0.136183E+02   0.816099E-01   0.292534E+01
  1509   0.653404E+03   0.137104E+02   0.815334E-01   0.318716E+01
  1510   0.650296E+03   0.138035E+02   0.814565E-01   0.343906E+01
  1511   0.647178E+03   0.138977E+02   0.813791E-01   0.368114E+01
  1512   0.644055E+03   0.139930E+02   0.813013E-01   0.391336E+01
  1513   0.640924E+03   0.140891E+02   0.812231E-01   0.413575E+01
  1514   0.637789E+03   0.141861E+02   0.811444E-01   0.434820E+01
  1515   0.634650E+03   0.142841E+02   0.810654E-01   0.455080E+01
  1516   0.631506E+03   0.143828E+02   0.809860E-01   0.474345E+01
  1517   0.628360E+03   0.144823E+02   0.809062E-01   0.492616E+01
  1518   0.625213E+03   0.145825E+02   0.808261E-01   0.509896E+01
  1519   0.622064E+03   0.146833E+02   0.807456E-01   0.526188E+01
  1520   0.618915E+03   0.147848E+02   0.806647E-01   0.541479E+01
  1521   0.615765E+03   0.148868E+02   0.805835E-01   0.555779E+01
  1522   0.612617E+03   0.149893E+02   0.805020E-01   0.569090E+01
  1523   0.609469E+03   0.150923E+02   0.804202E-01   0.581399E+01
  1524   0.606324E+03   0.151956E+02   0.803381E-01   0.592716E+01
  1525   0.603182E+03   0.152993E+02   0.802557E-01   0.603043E+01
  1526   0.600045E+03   0.154033E+02   0.801730E-01   0.612381E+01
  1527   0.596911E+03   0.155076E+02   0.800900E-01   0.620739E+01
  1528   0.593782E+03   0.156121E+02   0.800068E-01   0.628112E+01
  1529   0.590661E+03   0.157167E+02   0.799233E-01   0.634515E+01
  1530   0.587545E+03   0.158214E+02   0.798396E-01   0.639936E+01
  1531   0.584437E+03   0.159261E+02   0.797557E-01   0.644382E+01
  1532   0.581337E+03   0.160309E+02   0.796716E-01   0.647863E+01
  1533   0.578246E+03   0.161355E+02   0.795873E-01   0.650379E+01
  1534   0.575164E+03   0.162401E+02   0.795028E-01   0.651939E+01
  1535   0.572092E+03   0.163446E+02   0.794181E-01   0.652543E+01
  1536   0.569031E+03   0.164487E+02   0.793332E-01   0.652192E+01
  1537   0.565980E+03   0.165526E+02   0.792482E-01   0.650894E+01
  1538   0.562942E+03   0.166562E+02   0.791631E-01   0.648657E+01
  1539   0.559916E+03   0.167594E+02   0.790778E-01   0.645489E+01
  1540   0.556904E+03   0.168622E+02   0.789924E-01   0.641404E+01
  1541   0.553905E+03   0.169646E+02   0.789069E-01   0.636397E+01
  1542   0.550922E+03   0.170664E+02   0.788213E-01   0.630488E+01
  1543   0.547954E+03   0.171676E+02   0.787356E-01   0.623678E+01
  1544   0.545003E+03   0.172684E+02   0.786499E-01   0.615981E+01
  1545   0.542068E+03   0.173683E+02   0.785641E-01   0.607405E+01
  1546   0.539150E+03   0.174676E+02   0.784782E-01   0.597957E+01
  1547   0.536252E+03   0.175662E+02   0.783923E-01   0.587643E+01
  1548   0.533370E+03   0.176639E+02   0.783064E-01   0.576479E+01
  1549   0.530508E+03   0.177608E+02   0.782204E-01   0.564470E+01
  1550   0.527666E+03   0.178568E+02   0.781345E-01   0.551624E+01
  1551   0.524844E+03   0.179519E+02   0.780485E-01   0.537954E+01
  1552   0.522042E+03   0.180459E+02   0.779626E-01   0.523467E+01
  1553   0.519262E+03   0.181389E+02   0.778767E-01   0.508181E+01
  1554   0.516503E+03   0.182309E+02   0.777908E-01   0.492097E+01
