#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1383   0.805218E+03  -0.666409E+02   0.236280E-05  -0.666409E+02   0.200371E+02  -0.235313E-06   0.236280E-05  -0.235313E-06   0.384985E-08
  1384   0.806940E+03  -0.663947E+02   0.236292E-05  -0.663947E+02   0.198206E+02  -0.232895E-06   0.236292E-05  -0.232895E-06   0.384517E-08
  1385   0.808643E+03  -0.661334E+02   0.236286E-05  -0.661334E+02   0.196047E+02  -0.230461E-06   0.236286E-05  -0.230461E-06   0.384049E-08
  1386   0.810321E+03  -0.658571E+02   0.236265E-05  -0.658571E+02   0.193896E+02  -0.228011E-06   0.236265E-05  -0.228011E-06   0.383583E-08
  1387   0.811967E+03  -0.655658E+02   0.236227E-05  -0.655658E+02   0.191752E+02  -0.225547E-06   0.236227E-05  -0.225547E-06   0.383118E-08
  1388   0.813588E+03  -0.652600E+02   0.236172E-05  -0.652600E+02   0.189617E+02  -0.223068E-06   0.236172E-05  -0.223068E-06   0.382653E-08
  1389   0.815176E+03  -0.649396E+02   0.236101E-05  -0.649396E+02   0.187491E+02  -0.220574E-06   0.236101E-05  -0.220574E-06   0.382189E-08
  1390   0.816739E+03  -0.646048E+02   0.236013E-05  -0.646048E+02   0.185377E+02  -0.218066E-06   0.236013E-05  -0.218066E-06   0.381726E-08
  1391   0.818269E+03  -0.642559E+02   0.235908E-05  -0.642559E+02   0.183273E+02  -0.215545E-06   0.235908E-05  -0.215545E-06   0.381264E-08
  1392   0.819767E+03  -0.638928E+02   0.235786E-05  -0.638928E+02   0.181182E+02  -0.213010E-06   0.235786E-05  -0.213010E-06   0.380803E-08
  1393   0.821240E+03  -0.635159E+02   0.235646E-05  -0.635159E+02   0.179103E+02  -0.210462E-06   0.235646E-05  -0.210462E-06   0.380343E-08
  1394   0.822673E+03  -0.631252E+02   0.235490E-05  -0.631252E+02   0.177037E+02  -0.207902E-06   0.235490E-05  -0.207902E-06   0.379883E-08
  1395   0.824066E+03  -0.627210E+02   0.235315E-05  -0.627210E+02   0.174986E+02  -0.205329E-06   0.235315E-05  -0.205329E-06   0.379424E-08
  1396   0.825427E+03  -0.623033E+02   0.235124E-05  -0.623033E+02   0.172949E+02  -0.202743E-06   0.235124E-05  -0.202743E-06   0.378966E-08
  1397   0.826755E+03  -0.618723E+02   0.234915E-05  -0.618723E+02   0.170928E+02  -0.200146E-06   0.234915E-05  -0.200146E-06   0.378509E-08
  1398   0.828036E+03  -0.614281E+02   0.234688E-05  -0.614281E+02   0.168923E+02  -0.197538E-06   0.234688E-05  -0.197538E-06   0.378053E-08
  1399   0.829285E+03  -0.609712E+02   0.234443E-05  -0.609712E+02   0.166935E+02  -0.194919E-06   0.234443E-05  -0.194919E-06   0.377598E-08
  1400   0.830486E+03  -0.605016E+02   0.234180E-05  -0.605016E+02   0.164965E+02  -0.192288E-06   0.234180E-05  -0.192288E-06   0.377143E-08
  1401   0.831655E+03  -0.600196E+02   0.233899E-05  -0.600196E+02   0.163013E+02  -0.189648E-06   0.233899E-05  -0.189648E-06   0.376689E-08
  1402   0.832778E+03  -0.595253E+02   0.233601E-05  -0.595253E+02   0.161080E+02  -0.186997E-06   0.233601E-05  -0.186997E-06   0.376236E-08
  1403   0.833860E+03  -0.590190E+02   0.233286E-05  -0.590190E+02   0.159166E+02  -0.184337E-06   0.233286E-05  -0.184337E-06   0.375784E-08
  1404   0.834903E+03  -0.585010E+02   0.232955E-05  -0.585010E+02   0.157272E+02  -0.181667E-06   0.232955E-05  -0.181667E-06   0.375333E-08
  1405   0.835899E+03  -0.579714E+02   0.232608E-05  -0.579714E+02   0.155400E+02  -0.178988E-06   0.232608E-05  -0.178988E-06   0.374882E-08
  1406   0.836848E+03  -0.574303E+02   0.232245E-05  -0.574303E+02   0.153550E+02  -0.176300E-06   0.232245E-05  -0.176300E-06   0.374433E-08
  1407   0.837750E+03  -0.568781E+02   0.231869E-05  -0.568781E+02   0.151720E+02  -0.173604E-06   0.231869E-05  -0.173604E-06   0.373984E-08
  1408   0.838613E+03  -0.563150E+02   0.231478E-05  -0.563150E+02   0.149914E+02  -0.170900E-06   0.231478E-05  -0.170900E-06   0.373536E-08
  1409   0.839422E+03  -0.557411E+02   0.231075E-05  -0.557411E+02   0.148131E+02  -0.168188E-06   0.231075E-05  -0.168188E-06   0.373089E-08
  1410   0.840192E+03  -0.551567E+02   0.230658E-05  -0.551567E+02   0.146371E+02  -0.165469E-06   0.230658E-05  -0.165469E-06   0.372642E-08
  1411   0.840907E+03  -0.545620E+02   0.230230E-05  -0.545620E+02   0.144636E+02  -0.162744E-06   0.230230E-05  -0.162744E-06   0.372196E-08
  1412   0.841577E+03  -0.539574E+02   0.229790E-05  -0.539574E+02   0.142925E+02  -0.160011E-06   0.229790E-05  -0.160011E-06   0.371752E-08
  1413   0.842192E+03  -0.533428E+02   0.229339E-05  -0.533428E+02   0.141241E+02  -0.157272E-06   0.229339E-05  -0.157272E-06   0.371307E-08
  1414   0.842761E+03  -0.527190E+02   0.228878E-05  -0.527190E+02   0.139582E+02  -0.154528E-06   0.228878E-05  -0.154528E-06   0.370864E-08
  1415   0.843276E+03  -0.520859E+02   0.228407E-05  -0.520859E+02   0.137949E+02  -0.151777E-06   0.228407E-05  -0.151777E-06   0.370422E-08
  1416   0.843745E+03  -0.514439E+02   0.227927E-05  -0.514439E+02   0.136344E+02  -0.149022E-06   0.227927E-05  -0.149022E-06   0.369980E-08
  1417   0.844161E+03  -0.507932E+02   0.227439E-05  -0.507932E+02   0.134766E+02  -0.146262E-06   0.227439E-05  -0.146262E-06   0.369539E-08
  1418   0.844530E+03  -0.501342E+02   0.226942E-05  -0.501342E+02   0.133216E+02  -0.143497E-06   0.226942E-05  -0.143497E-06   0.369099E-08
  1419   0.844846E+03  -0.494671E+02   0.226439E-05  -0.494671E+02   0.131695E+02  -0.140728E-06   0.226439E-05  -0.140728E-06   0.368660E-08
  1420   0.845108E+03  -0.487922E+02   0.225929E-05  -0.487922E+02   0.130203E+02  -0.137955E-06   0.225929E-05  -0.137955E-06   0.368221E-08
  1421   0.845317E+03  -0.481098E+02   0.225412E-05  -0.481098E+02   0.128741E+02  -0.135179E-06   0.225412E-05  -0.135179E-06   0.367783E-08
  1422   0.845473E+03  -0.474200E+02   0.224891E-05  -0.474200E+02   0.127308E+02  -0.132400E-06   0.224891E-05  -0.132400E-06   0.367346E-08
  1423   0.845583E+03  -0.467233E+02   0.224364E-05  -0.467233E+02   0.125905E+02  -0.129618E-06   0.224364E-05  -0.129618E-06   0.366910E-08
  1424   0.845632E+03  -0.460197E+02   0.223833E-05  -0.460197E+02   0.124534E+02  -0.126833E-06   0.223833E-05  -0.126833E-06   0.366475E-08
  1425   0.845628E+03  -0.453096E+02   0.223298E-05  -0.453096E+02   0.123194E+02  -0.124047E-06   0.223298E-05  -0.124047E-06   0.366040E-08
  1426   0.845572E+03  -0.445935E+02   0.222761E-05  -0.445935E+02   0.121885E+02  -0.121259E-06   0.222761E-05  -0.121259E-06   0.365606E-08
  1427   0.845454E+03  -0.438713E+02   0.222221E-05  -0.438713E+02   0.120607E+02  -0.118469E-06   0.222221E-05  -0.118469E-06   0.365173E-08
  1428   0.845284E+03  -0.431434E+02   0.221679E-05  -0.431434E+02   0.119362E+02  -0.115679E-06   0.221679E-05  -0.115679E-06   0.364741E-08
  1429   0.845061E+03  -0.424103E+02   0.221135E-05  -0.424103E+02   0.118149E+02  -0.112887E-06   0.221135E-05  -0.112887E-06   0.364309E-08
  1430   0.844786E+03  -0.416720E+02   0.220591E-05  -0.416720E+02   0.116969E+02  -0.110096E-06   0.220591E-05  -0.110096E-06   0.363878E-08
  1431   0.844450E+03  -0.409291E+02   0.220047E-05  -0.409291E+02   0.115823E+02  -0.107304E-06   0.220047E-05  -0.107304E-06   0.363448E-08
  1432   0.844061E+03  -0.401815E+02   0.219504E-05  -0.401815E+02   0.114710E+02  -0.104513E-06   0.219504E-05  -0.104513E-06   0.363019E-08
  1433   0.843613E+03  -0.394298E+02   0.218961E-05  -0.394298E+02   0.113631E+02  -0.101723E-06   0.218961E-05  -0.101723E-06   0.362590E-08
  1434   0.843112E+03  -0.386742E+02   0.218421E-05  -0.386742E+02   0.112585E+02  -0.989335E-07   0.218421E-05  -0.989335E-07   0.362162E-08
  1435   0.842551E+03  -0.379150E+02   0.217883E-05  -0.379150E+02   0.111574E+02  -0.961457E-07   0.217883E-05  -0.961457E-07   0.361735E-08
  1436   0.841937E+03  -0.371524E+02   0.217347E-05  -0.371524E+02   0.110598E+02  -0.933596E-07   0.217347E-05  -0.933596E-07   0.361309E-08
  1437   0.841264E+03  -0.363869E+02   0.216815E-05  -0.363869E+02   0.109655E+02  -0.905757E-07   0.216815E-05  -0.905757E-07   0.360884E-08
  1438   0.840531E+03  -0.356186E+02   0.216288E-05  -0.356186E+02   0.108748E+02  -0.877943E-07   0.216288E-05  -0.877943E-07   0.360459E-08
  1439   0.839746E+03  -0.348480E+02   0.215765E-05  -0.348480E+02   0.107877E+02  -0.850157E-07   0.215765E-05  -0.850157E-07   0.360035E-08
  1440   0.838909E+03  -0.340751E+02   0.215247E-05  -0.340751E+02   0.107040E+02  -0.822403E-07   0.215247E-05  -0.822403E-07   0.359611E-08
  1441   0.838012E+03  -0.333004E+02   0.214735E-05  -0.333004E+02   0.106239E+02  -0.794684E-07   0.214735E-05  -0.794684E-07   0.359189E-08
  1442   0.837056E+03  -0.325241E+02   0.214230E-05  -0.325241E+02   0.105473E+02  -0.767005E-07   0.214230E-05  -0.767005E-07   0.358767E-08
  1443   0.836040E+03  -0.317466E+02   0.213732E-05  -0.317466E+02   0.104743E+02  -0.739367E-07   0.213732E-05  -0.739367E-07   0.358346E-08
  1444   0.834972E+03  -0.309681E+02   0.213241E-05  -0.309681E+02   0.104048E+02  -0.711776E-07   0.213241E-05  -0.711776E-07   0.357926E-08
  1445   0.833846E+03  -0.301889E+02   0.212759E-05  -0.301889E+02   0.103390E+02  -0.684234E-07   0.212759E-05  -0.684234E-07   0.357506E-08
  1446   0.832659E+03  -0.294092E+02   0.212286E-05  -0.294092E+02   0.102768E+02  -0.656744E-07   0.212286E-05  -0.656744E-07   0.357087E-08
  1447   0.831422E+03  -0.286295E+02   0.211823E-05  -0.286295E+02   0.102182E+02  -0.629312E-07   0.211823E-05  -0.629312E-07   0.356669E-08
  1448   0.830125E+03  -0.278499E+02   0.211369E-05  -0.278499E+02   0.101632E+02  -0.601938E-07   0.211369E-05  -0.601938E-07   0.356252E-08
  1449   0.828769E+03  -0.270709E+02   0.210927E-05  -0.270709E+02   0.101118E+02  -0.574629E-07   0.210927E-05  -0.574629E-07   0.355835E-08
  1450   0.827362E+03  -0.262927E+02   0.210495E-05  -0.262927E+02   0.100640E+02  -0.547386E-07   0.210495E-05  -0.547386E-07   0.355419E-08
  1451   0.825903E+03  -0.255156E+02   0.210075E-05  -0.255156E+02   0.100199E+02  -0.520213E-07   0.210075E-05  -0.520213E-07   0.355004E-08
  1452   0.824385E+03  -0.247400E+02   0.209667E-05  -0.247400E+02   0.997942E+01  -0.493113E-07   0.209667E-05  -0.493113E-07   0.354589E-08
  1453   0.822809E+03  -0.239660E+02   0.209269E-05  -0.239660E+02   0.994255E+01  -0.466087E-07   0.209269E-05  -0.466087E-07   0.354175E-08
  1454   0.821181E+03  -0.231941E+02   0.208881E-05  -0.231941E+02   0.990932E+01  -0.439138E-07   0.208881E-05  -0.439138E-07   0.353762E-08
  1455   0.819502E+03  -0.224243E+02   0.208501E-05  -0.224243E+02   0.987967E+01  -0.412267E-07   0.208501E-05  -0.412267E-07   0.353350E-08
  1456   0.817771E+03  -0.216570E+02   0.208130E-05  -0.216570E+02   0.985366E+01  -0.385478E-07   0.208130E-05  -0.385478E-07   0.352938E-08
  1457   0.815990E+03  -0.208925E+02   0.207767E-05  -0.208925E+02   0.983128E+01  -0.358771E-07   0.207767E-05  -0.358771E-07   0.352527E-08
  1458   0.814150E+03  -0.201310E+02   0.207410E-05  -0.201310E+02   0.981239E+01  -0.332150E-07   0.207410E-05  -0.332150E-07   0.352117E-08
  1459   0.812258E+03  -0.193728E+02   0.207059E-05  -0.193728E+02   0.979713E+01  -0.305616E-07   0.207059E-05  -0.305616E-07   0.351708E-08
  1460   0.810316E+03  -0.186181E+02   0.206714E-05  -0.186181E+02   0.978550E+01  -0.279171E-07   0.206714E-05  -0.279171E-07   0.351299E-08
  1461   0.808323E+03  -0.178671E+02   0.206373E-05  -0.178671E+02   0.977734E+01  -0.252817E-07   0.206373E-05  -0.252817E-07   0.350891E-08
  1462   0.806279E+03  -0.171202E+02   0.206036E-05  -0.171202E+02   0.977272E+01  -0.226557E-07   0.206036E-05  -0.226557E-07   0.350483E-08
  1463   0.804183E+03  -0.163776E+02   0.205702E-05  -0.163776E+02   0.977165E+01  -0.200393E-07   0.205702E-05  -0.200393E-07   0.350077E-08
  1464   0.802037E+03  -0.156395E+02   0.205370E-05  -0.156395E+02   0.977403E+01  -0.174326E-07   0.205370E-05  -0.174326E-07   0.349671E-08
  1465   0.799841E+03  -0.149062E+02   0.205040E-05  -0.149062E+02   0.977995E+01  -0.148359E-07   0.205040E-05  -0.148359E-07   0.349265E-08
  1466   0.797600E+03  -0.141780E+02   0.204711E-05  -0.141780E+02   0.978933E+01  -0.122494E-07   0.204711E-05  -0.122494E-07   0.348861E-08
  1467   0.795309E+03  -0.134550E+02   0.204382E-05  -0.134550E+02   0.980208E+01  -0.967332E-08   0.204382E-05  -0.967332E-08   0.348457E-08
  1468   0.792975E+03  -0.127376E+02   0.204052E-05  -0.127376E+02   0.981836E+01  -0.710784E-08   0.204052E-05  -0.710784E-08   0.348054E-08
  1469   0.790590E+03  -0.120261E+02   0.203721E-05  -0.120261E+02   0.983793E+01  -0.455319E-08   0.203721E-05  -0.455319E-08   0.347651E-08
  1470   0.788155E+03  -0.113204E+02   0.203388E-05  -0.113204E+02   0.986094E+01  -0.200958E-08   0.203388E-05  -0.200958E-08   0.347249E-08
  1471   0.785684E+03  -0.106211E+02   0.203052E-05  -0.106211E+02   0.988724E+01   0.522782E-09   0.203052E-05   0.522782E-09   0.346848E-08
  1472   0.783162E+03  -0.992819E+01   0.202713E-05  -0.992819E+01   0.991690E+01   0.304369E-08   0.202713E-05   0.304369E-08   0.346448E-08
  1473   0.780590E+03  -0.924203E+01   0.202369E-05  -0.924203E+01   0.994976E+01   0.555293E-08   0.202369E-05   0.555293E-08   0.346048E-08
  1474   0.777982E+03  -0.856282E+01   0.202020E-05  -0.856282E+01   0.998598E+01   0.805028E-08   0.202020E-05   0.805028E-08   0.345649E-08
  1475   0.775324E+03  -0.789084E+01   0.201666E-05  -0.789084E+01   0.100253E+02   0.105356E-07   0.201666E-05   0.105356E-07   0.345251E-08
  1476   0.772631E+03  -0.722615E+01   0.201305E-05  -0.722615E+01   0.100679E+02   0.130085E-07   0.201305E-05   0.130085E-07   0.344853E-08
  1477   0.769894E+03  -0.656913E+01   0.200937E-05  -0.656913E+01   0.101137E+02   0.154690E-07   0.200937E-05   0.154690E-07   0.344456E-08
  1478   0.767115E+03  -0.591990E+01   0.200561E-05  -0.591990E+01   0.101624E+02   0.179167E-07   0.200561E-05   0.179167E-07   0.344060E-08
  1479   0.764301E+03  -0.527867E+01   0.200176E-05  -0.527867E+01   0.102144E+02   0.203515E-07   0.200176E-05   0.203515E-07   0.343664E-08
  1480   0.761444E+03  -0.464569E+01   0.199781E-05  -0.464569E+01   0.102693E+02   0.227732E-07   0.199781E-05   0.227732E-07   0.343269E-08
  1481   0.758551E+03  -0.402116E+01   0.199377E-05  -0.402116E+01   0.103273E+02   0.251815E-07   0.199377E-05   0.251815E-07   0.342875E-08
  1482   0.755616E+03  -0.340526E+01   0.198961E-05  -0.340526E+01   0.103882E+02   0.275762E-07   0.198961E-05   0.275762E-07   0.342481E-08
  1483   0.752646E+03  -0.279816E+01   0.198534E-05  -0.279816E+01   0.104520E+02   0.299572E-07   0.198534E-05   0.299572E-07   0.342088E-08
  1484   0.749648E+03  -0.220008E+01   0.198095E-05  -0.220008E+01   0.105187E+02   0.323242E-07   0.198095E-05   0.323242E-07   0.341696E-08
  1485   0.746608E+03  -0.161118E+01   0.197642E-05  -0.161118E+01   0.105883E+02   0.346769E-07   0.197642E-05   0.346769E-07   0.341304E-08
  1486   0.743540E+03  -0.103165E+01   0.197176E-05  -0.103165E+01   0.106606E+02   0.370153E-07   0.197176E-05   0.370153E-07   0.340913E-08
  1487   0.740429E+03  -0.461678E+00   0.196695E-05  -0.461678E+00   0.107357E+02   0.393391E-07   0.196695E-05   0.393391E-07   0.340523E-08
  1488   0.737291E+03   0.985637E-01   0.196198E-05   0.985637E-01   0.108134E+02   0.416480E-07   0.196198E-05   0.416480E-07   0.340133E-08
  1489   0.734126E+03   0.648902E+00   0.195686E-05   0.648902E+00   0.108938E+02   0.439419E-07   0.195686E-05   0.439419E-07   0.339745E-08
  1490   0.730922E+03   0.118918E+01   0.195156E-05   0.118918E+01   0.109768E+02   0.462205E-07   0.195156E-05   0.462205E-07   0.339356E-08
  1491   0.727691E+03   0.171924E+01   0.194609E-05   0.171924E+01   0.110623E+02   0.484837E-07   0.194609E-05   0.484837E-07   0.338969E-08
  1492   0.724431E+03   0.223892E+01   0.194044E-05   0.223892E+01   0.111504E+02   0.507312E-07   0.194044E-05   0.507312E-07   0.338582E-08
  1493   0.721143E+03   0.274805E+01   0.193460E-05   0.274805E+01   0.112409E+02   0.529628E-07   0.193460E-05   0.529628E-07   0.338195E-08
  1494   0.717827E+03   0.324649E+01   0.192856E-05   0.324649E+01   0.113337E+02   0.551783E-07   0.192856E-05   0.551783E-07   0.337810E-08
  1495   0.714485E+03   0.373408E+01   0.192232E-05   0.373408E+01   0.114289E+02   0.573776E-07   0.192232E-05   0.573776E-07   0.337425E-08
  1496   0.711117E+03   0.421067E+01   0.191586E-05   0.421067E+01   0.115264E+02   0.595603E-07   0.191586E-05   0.595603E-07   0.337040E-08
  1497   0.707725E+03   0.467618E+01   0.190918E-05   0.467618E+01   0.116260E+02   0.617263E-07   0.190918E-05   0.617263E-07   0.336657E-08
  1498   0.704308E+03   0.513045E+01   0.190228E-05   0.513045E+01   0.117279E+02   0.638753E-07   0.190228E-05   0.638753E-07   0.336273E-08
  1499   0.700870E+03   0.557339E+01   0.189514E-05   0.557339E+01   0.118318E+02   0.660072E-07   0.189514E-05   0.660072E-07   0.335891E-08
  1500   0.697409E+03   0.600486E+01   0.188776E-05   0.600486E+01   0.119379E+02   0.681217E-07   0.188776E-05   0.681217E-07   0.335509E-08
  1501   0.693928E+03   0.642473E+01   0.188013E-05   0.642473E+01   0.120459E+02   0.702187E-07   0.188013E-05   0.702187E-07   0.335128E-08
  1502   0.690428E+03   0.683292E+01   0.187226E-05   0.683292E+01   0.121558E+02   0.722981E-07   0.187226E-05   0.722981E-07   0.334748E-08
  1503   0.686908E+03   0.722931E+01   0.186415E-05   0.722931E+01   0.122676E+02   0.743598E-07   0.186415E-05   0.743598E-07   0.334368E-08
  1504   0.683370E+03   0.761384E+01   0.185581E-05   0.761384E+01   0.123812E+02   0.764037E-07   0.185581E-05   0.764037E-07   0.333988E-08
  1505   0.679816E+03   0.798640E+01   0.184724E-05   0.798640E+01   0.124966E+02   0.784298E-07   0.184724E-05   0.784298E-07   0.333610E-08
  1506   0.676245E+03   0.834691E+01   0.183845E-05   0.834691E+01   0.126137E+02   0.804380E-07   0.183845E-05   0.804380E-07   0.333232E-08
  1507   0.672659E+03   0.869528E+01   0.182944E-05   0.869528E+01   0.127324E+02   0.824283E-07   0.182944E-05   0.824283E-07   0.332855E-08
  1508   0.669058E+03   0.903140E+01   0.182022E-05   0.903140E+01   0.128528E+02   0.844006E-07   0.182022E-05   0.844006E-07   0.332478E-08
  1509   0.665444E+03   0.935530E+01   0.181079E-05   0.935530E+01   0.129746E+02   0.863548E-07   0.181079E-05   0.863548E-07   0.332102E-08
  1510   0.661816E+03   0.966677E+01   0.180117E-05   0.966677E+01   0.130979E+02   0.882909E-07   0.180117E-05   0.882909E-07   0.331726E-08
  1511   0.658177E+03   0.996590E+01   0.179135E-05   0.996590E+01   0.132225E+02   0.902088E-07   0.179135E-05   0.902088E-07   0.331352E-08
  1512   0.654528E+03   0.102526E+02   0.178134E-05   0.102526E+02   0.133486E+02   0.921084E-07   0.178134E-05   0.921084E-07   0.330978E-08
  1513   0.650870E+03   0.105270E+02   0.177115E-05   0.105270E+02   0.134759E+02   0.939897E-07   0.177115E-05   0.939897E-07   0.330604E-08
  1514   0.647203E+03   0.107888E+02   0.176077E-05   0.107888E+02   0.136044E+02   0.958527E-07   0.176077E-05   0.958527E-07   0.330231E-08
  1515   0.643531E+03   0.110382E+02   0.175023E-05   0.110382E+02   0.137341E+02   0.976971E-07   0.175023E-05   0.976971E-07   0.329859E-08
  1516   0.639852E+03   0.112750E+02   0.173952E-05   0.112750E+02   0.138649E+02   0.995231E-07   0.173952E-05   0.995231E-07   0.329487E-08
  1517   0.636169E+03   0.114992E+02   0.172865E-05   0.114992E+02   0.139967E+02   0.101331E-06   0.172865E-05   0.101331E-06   0.329116E-08
  1518   0.632482E+03   0.117110E+02   0.171762E-05   0.117110E+02   0.141295E+02   0.103119E-06   0.171762E-05   0.103119E-06   0.328746E-08
  1519   0.628792E+03   0.119102E+02   0.170643E-05   0.119102E+02   0.142632E+02   0.104889E-06   0.170643E-05   0.104889E-06   0.328376E-08
  1520   0.625100E+03   0.120967E+02   0.169511E-05   0.120967E+02   0.143977E+02   0.106641E-06   0.169511E-05   0.106641E-06   0.328007E-08
  1521   0.621407E+03   0.122707E+02   0.168364E-05   0.122707E+02   0.145329E+02   0.108373E-06   0.168364E-05   0.108373E-06   0.327638E-08
  1522   0.617714E+03   0.124322E+02   0.167204E-05   0.124322E+02   0.146690E+02   0.110087E-06   0.167204E-05   0.110087E-06   0.327270E-08
  1523   0.614021E+03   0.125809E+02   0.166031E-05   0.125809E+02   0.148057E+02   0.111782E-06   0.166031E-05   0.111782E-06   0.326903E-08
  1524   0.610330E+03   0.127171E+02   0.164846E-05   0.127171E+02   0.149429E+02   0.113457E-06   0.164846E-05   0.113457E-06   0.326536E-08
  1525   0.606642E+03   0.128407E+02   0.163648E-05   0.128407E+02   0.150806E+02   0.115114E-06   0.163648E-05   0.115114E-06   0.326170E-08
  1526   0.602958E+03   0.129517E+02   0.162440E-05   0.129517E+02   0.152188E+02   0.116751E-06   0.162440E-05   0.116751E-06   0.325804E-08
  1527   0.599277E+03   0.130502E+02   0.161220E-05   0.130502E+02   0.153574E+02   0.118370E-06   0.161220E-05   0.118370E-06   0.325440E-08
  1528   0.595603E+03   0.131362E+02   0.159991E-05   0.131362E+02   0.154963E+02   0.119969E-06   0.159991E-05   0.119969E-06   0.325075E-08
  1529   0.591935E+03   0.132098E+02   0.158752E-05   0.132098E+02   0.156355E+02   0.121549E-06   0.158752E-05   0.121549E-06   0.324712E-08
  1530   0.588274E+03   0.132709E+02   0.157504E-05   0.132709E+02   0.157748E+02   0.123109E-06   0.157504E-05   0.123109E-06   0.324349E-08
  1531   0.584622E+03   0.133196E+02   0.156247E-05   0.133196E+02   0.159143E+02   0.124650E-06   0.156247E-05   0.124650E-06   0.323986E-08
  1532   0.580979E+03   0.133560E+02   0.154982E-05   0.133560E+02   0.160539E+02   0.126171E-06   0.154982E-05   0.126171E-06   0.323624E-08
  1533   0.577346E+03   0.133800E+02   0.153710E-05   0.133800E+02   0.161934E+02   0.127673E-06   0.153710E-05   0.127673E-06   0.323263E-08
  1534   0.573724E+03   0.133919E+02   0.152431E-05   0.133919E+02   0.163329E+02   0.129155E-06   0.152431E-05   0.129155E-06   0.322902E-08
  1535   0.570113E+03   0.133915E+02   0.151145E-05   0.133915E+02   0.164722E+02   0.130618E-06   0.151145E-05   0.130618E-06   0.322542E-08
  1536   0.566515E+03   0.133789E+02   0.149854E-05   0.133789E+02   0.166113E+02   0.132061E-06   0.149854E-05   0.132061E-06   0.322183E-08
  1537   0.562929E+03   0.133542E+02   0.148557E-05   0.133542E+02   0.167501E+02   0.133484E-06   0.148557E-05   0.133484E-06   0.321824E-08
  1538   0.559359E+03   0.133175E+02   0.147256E-05   0.133175E+02   0.168886E+02   0.134887E-06   0.147256E-05   0.134887E-06   0.321466E-08
  1539   0.555803E+03   0.132689E+02   0.145950E-05   0.132689E+02   0.170267E+02   0.136270E-06   0.145950E-05   0.136270E-06   0.321108E-08
  1540   0.552264E+03   0.132085E+02   0.144641E-05   0.132085E+02   0.171643E+02   0.137633E-06   0.144641E-05   0.137633E-06   0.320751E-08
  1541   0.548741E+03   0.131362E+02   0.143329E-05   0.131362E+02   0.173014E+02   0.138976E-06   0.143329E-05   0.138976E-06   0.320394E-08
  1542   0.545236E+03   0.130524E+02   0.142014E-05   0.130524E+02   0.174379E+02   0.140299E-06   0.142014E-05   0.140299E-06   0.320038E-08
  1543   0.541750E+03   0.129570E+02   0.140697E-05   0.129570E+02   0.175738E+02   0.141602E-06   0.140697E-05   0.141602E-06   0.319683E-08
  1544   0.538284E+03   0.128503E+02   0.139379E-05   0.128503E+02   0.177090E+02   0.142884E-06   0.139379E-05   0.142884E-06   0.319328E-08
  1545   0.534838E+03   0.127321E+02   0.138059E-05   0.127321E+02   0.178433E+02   0.144146E-06   0.138059E-05   0.144146E-06   0.318974E-08
  1546   0.531413E+03   0.126028E+02   0.136740E-05   0.126028E+02   0.179768E+02   0.145388E-06   0.136740E-05   0.145388E-06   0.318621E-08
  1547   0.528011E+03   0.124623E+02   0.135420E-05   0.124623E+02   0.181095E+02   0.146609E-06   0.135420E-05   0.146609E-06   0.318268E-08
  1548   0.524630E+03   0.123108E+02   0.134102E-05   0.123108E+02   0.182412E+02   0.147810E-06   0.134102E-05   0.147810E-06   0.317915E-08
  1549   0.521274E+03   0.121485E+02   0.132784E-05   0.121485E+02   0.183718E+02   0.148990E-06   0.132784E-05   0.148990E-06   0.317563E-08
  1550   0.517941E+03   0.119753E+02   0.131468E-05   0.119753E+02   0.185014E+02   0.150150E-06   0.131468E-05   0.150150E-06   0.317212E-08
  1551   0.514633E+03   0.117915E+02   0.130155E-05   0.117915E+02   0.186298E+02   0.151289E-06   0.130155E-05   0.151289E-06   0.316861E-08
  1552   0.511351E+03   0.115972E+02   0.128844E-05   0.115972E+02   0.187570E+02   0.152407E-06   0.128844E-05   0.152407E-06   0.316511E-08
  1553   0.508095E+03   0.113925E+02   0.127536E-05   0.113925E+02   0.188830E+02   0.153505E-06   0.127536E-05   0.153505E-06   0.316162E-08
  1554   0.504865E+03   0.111775E+02   0.126231E-05   0.111775E+02   0.190077E+02   0.154582E-06   0.126231E-05   0.154582E-06   0.315813E-08
  1555   0.501663E+03   0.109524E+02   0.124928E-05   0.109524E+02   0.191309E+02   0.155638E-06   0.124928E-05   0.155638E-06   0.315464E-08
  1556   0.498489E+03   0.107173E+02   0.123629E-05   0.107173E+02   0.192528E+02   0.156674E-06   0.123629E-05   0.156674E-06   0.315117E-08
  1557   0.495343E+03   0.104724E+02   0.122333E-05   0.104724E+02   0.193733E+02   0.157688E-06   0.122333E-05   0.157688E-06   0.314769E-08
  1558   0.492227E+03   0.102178E+02   0.121040E-05   0.102178E+02   0.194922E+02   0.158683E-06   0.121040E-05   0.158683E-06   0.314423E-08
  1559   0.489142E+03   0.995378E+01   0.119751E-05   0.995378E+01   0.196096E+02   0.159656E-06   0.119751E-05   0.159656E-06   0.314077E-08
  1560   0.486086E+03   0.968026E+01   0.118465E-05   0.968026E+01   0.197253E+02   0.160609E-06   0.118465E-05   0.160609E-06   0.313731E-08
