#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1561   0.483062E+03   0.939765E+01   0.117183E-05   0.939765E+01   0.198394E+02   0.161541E-06   0.117183E-05   0.161541E-06   0.313386E-08
  1562   0.480069E+03   0.910597E+01   0.115906E-05   0.910597E+01   0.199518E+02   0.162453E-06   0.115906E-05   0.162453E-06   0.313042E-08
  1563   0.477109E+03   0.880543E+01   0.114632E-05   0.880543E+01   0.200625E+02   0.163344E-06   0.114632E-05   0.163344E-06   0.312698E-08
  1564   0.474182E+03   0.849620E+01   0.113363E-05   0.849620E+01   0.201714E+02   0.164214E-06   0.113363E-05   0.164214E-06   0.312355E-08
  1565   0.471288E+03   0.817851E+01   0.112098E-05   0.817851E+01   0.202784E+02   0.165064E-06   0.112098E-05   0.165064E-06   0.312012E-08
  1566   0.468428E+03   0.785242E+01   0.110837E-05   0.785242E+01   0.203836E+02   0.165893E-06   0.110837E-05   0.165893E-06   0.311670E-08
  1567   0.465602E+03   0.751819E+01   0.109582E-05   0.751819E+01   0.204868E+02   0.166701E-06   0.109582E-05   0.166701E-06   0.311328E-08
  1568   0.462810E+03   0.717588E+01   0.108331E-05   0.717588E+01   0.205881E+02   0.167489E-06   0.108331E-05   0.167489E-06   0.310987E-08
  1569   0.460055E+03   0.682579E+01   0.107085E-05   0.682579E+01   0.206873E+02   0.168256E-06   0.107085E-05   0.168256E-06   0.310647E-08
  1570   0.457334E+03   0.646809E+01   0.105844E-05   0.646809E+01   0.207846E+02   0.169003E-06   0.105844E-05   0.169003E-06   0.310307E-08
  1571   0.454651E+03   0.610289E+01   0.104609E-05   0.610289E+01   0.208796E+02   0.169729E-06   0.104609E-05   0.169729E-06   0.309967E-08
  1572   0.452003E+03   0.573038E+01   0.103379E-05   0.573038E+01   0.209726E+02   0.170434E-06   0.103379E-05   0.170434E-06   0.309629E-08
  1573   0.449392E+03   0.535079E+01   0.102154E-05   0.535079E+01   0.210634E+02   0.171119E-06   0.102154E-05   0.171119E-06   0.309290E-08
  1574   0.446819E+03   0.496433E+01   0.100935E-05   0.496433E+01   0.211519E+02   0.171783E-06   0.100935E-05   0.171783E-06   0.308953E-08
  1575   0.444283E+03   0.457119E+01   0.997225E-06   0.457119E+01   0.212382E+02   0.172426E-06   0.997225E-06   0.172426E-06   0.308616E-08
  1576   0.441785E+03   0.417162E+01   0.985156E-06   0.417162E+01   0.213222E+02   0.173049E-06   0.985156E-06   0.173049E-06   0.308279E-08
  1577   0.439326E+03   0.376580E+01   0.973150E-06   0.376580E+01   0.214039E+02   0.173651E-06   0.973150E-06   0.173651E-06   0.307943E-08
  1578   0.436906E+03   0.335396E+01   0.961206E-06   0.335396E+01   0.214834E+02   0.174233E-06   0.961206E-06   0.174233E-06   0.307607E-08
  1579   0.434526E+03   0.293631E+01   0.949327E-06   0.293631E+01   0.215604E+02   0.174794E-06   0.949327E-06   0.174794E-06   0.307272E-08
  1580   0.432184E+03   0.251305E+01   0.937514E-06   0.251305E+01   0.216351E+02   0.175335E-06   0.937514E-06   0.175335E-06   0.306938E-08
  1581   0.429883E+03   0.208437E+01   0.925768E-06   0.208437E+01   0.217073E+02   0.175854E-06   0.925768E-06   0.175854E-06   0.306604E-08
  1582   0.427622E+03   0.165048E+01   0.914092E-06   0.165048E+01   0.217771E+02   0.176354E-06   0.914092E-06   0.176354E-06   0.306271E-08
  1583   0.425401E+03   0.121158E+01   0.902486E-06   0.121158E+01   0.218445E+02   0.176833E-06   0.902486E-06   0.176833E-06   0.305938E-08
  1584   0.423221E+03   0.767854E+00   0.890951E-06   0.767854E+00   0.219093E+02   0.177291E-06   0.890951E-06   0.177291E-06   0.305606E-08
  1585   0.421081E+03   0.319519E+00   0.879490E-06   0.319519E+00   0.219715E+02   0.177728E-06   0.879490E-06   0.177728E-06   0.305274E-08
  1586   0.418982E+03  -0.133245E+00   0.868104E-06  -0.133245E+00   0.220312E+02   0.178146E-06   0.868104E-06   0.178146E-06   0.304943E-08
  1587   0.416924E+03  -0.590208E+00   0.856794E-06  -0.590208E+00   0.220883E+02   0.178542E-06   0.856794E-06   0.178542E-06   0.304612E-08
  1588   0.414907E+03  -0.105116E+01   0.845562E-06  -0.105116E+01   0.221427E+02   0.178918E-06   0.845562E-06   0.178918E-06   0.304282E-08
  1589   0.412931E+03  -0.151589E+01   0.834409E-06  -0.151589E+01   0.221946E+02   0.179273E-06   0.834409E-06   0.179273E-06   0.303952E-08
  1590   0.410997E+03  -0.198418E+01   0.823337E-06  -0.198418E+01   0.222437E+02   0.179608E-06   0.823337E-06   0.179608E-06   0.303623E-08
  1591   0.409103E+03  -0.245583E+01   0.812347E-06  -0.245583E+01   0.222902E+02   0.179923E-06   0.812347E-06   0.179923E-06   0.303295E-08
  1592   0.407252E+03  -0.293060E+01   0.801441E-06  -0.293060E+01   0.223339E+02   0.180216E-06   0.801441E-06   0.180216E-06   0.302967E-08
  1593   0.405443E+03  -0.340830E+01   0.790619E-06  -0.340830E+01   0.223749E+02   0.180490E-06   0.790619E-06   0.180490E-06   0.302639E-08
  1594   0.403675E+03  -0.388869E+01   0.779884E-06  -0.388869E+01   0.224132E+02   0.180742E-06   0.779884E-06   0.180742E-06   0.302312E-08
  1595   0.401949E+03  -0.437157E+01   0.769237E-06  -0.437157E+01   0.224487E+02   0.180975E-06   0.769237E-06   0.180975E-06   0.301986E-08
  1596   0.400264E+03  -0.485671E+01   0.758680E-06  -0.485671E+01   0.224814E+02   0.181186E-06   0.758680E-06   0.181186E-06   0.301660E-08
  1597   0.398622E+03  -0.534390E+01   0.748213E-06  -0.534390E+01   0.225114E+02   0.181377E-06   0.748213E-06   0.181377E-06   0.301335E-08
  1598   0.397021E+03  -0.583291E+01   0.737839E-06  -0.583291E+01   0.225385E+02   0.181548E-06   0.737839E-06   0.181548E-06   0.301010E-08
  1599   0.395461E+03  -0.632352E+01   0.727559E-06  -0.632352E+01   0.225629E+02   0.181698E-06   0.727559E-06   0.181698E-06   0.300686E-08
  1600   0.393945E+03  -0.681552E+01   0.717373E-06  -0.681552E+01   0.225844E+02   0.181828E-06   0.717373E-06   0.181828E-06   0.300362E-08
  1601   0.392469E+03  -0.730870E+01   0.707285E-06  -0.730870E+01   0.226031E+02   0.181937E-06   0.707285E-06   0.181937E-06   0.300039E-08
  1602   0.391035E+03  -0.780287E+01   0.697295E-06  -0.780287E+01   0.226190E+02   0.182026E-06   0.697295E-06   0.182026E-06   0.299716E-08
  1603   0.389643E+03  -0.829783E+01   0.687405E-06  -0.829783E+01   0.226319E+02   0.182094E-06   0.687405E-06   0.182094E-06   0.299394E-08
  1604   0.388291E+03  -0.879337E+01   0.677616E-06  -0.879337E+01   0.226421E+02   0.182142E-06   0.677616E-06   0.182142E-06   0.299072E-08
  1605   0.386982E+03  -0.928934E+01   0.667929E-06  -0.928934E+01   0.226493E+02   0.182171E-06   0.667929E-06   0.182171E-06   0.298751E-08
  1606   0.385713E+03  -0.978550E+01   0.658347E-06  -0.978550E+01   0.226537E+02   0.182179E-06   0.658347E-06   0.182179E-06   0.298430E-08
  1607   0.384485E+03  -0.102816E+02   0.648870E-06  -0.102816E+02   0.226552E+02   0.182168E-06   0.648870E-06   0.182168E-06   0.298110E-08
  1608   0.383298E+03  -0.107776E+02   0.639501E-06  -0.107776E+02   0.226538E+02   0.182137E-06   0.639501E-06   0.182137E-06   0.297790E-08
  1609   0.382152E+03  -0.112731E+02   0.630240E-06  -0.112731E+02   0.226494E+02   0.182087E-06   0.630240E-06   0.182087E-06   0.297471E-08
  1610   0.381046E+03  -0.117680E+02   0.621089E-06  -0.117680E+02   0.226422E+02   0.182017E-06   0.621089E-06   0.182017E-06   0.297152E-08
  1611   0.379980E+03  -0.122621E+02   0.612050E-06  -0.122621E+02   0.226323E+02   0.181928E-06   0.612050E-06   0.181928E-06   0.296834E-08
  1612   0.378955E+03  -0.127551E+02   0.603124E-06  -0.127551E+02   0.226195E+02   0.181820E-06   0.603124E-06   0.181820E-06   0.296517E-08
  1613   0.377970E+03  -0.132469E+02   0.594312E-06  -0.132469E+02   0.226038E+02   0.181693E-06   0.594312E-06   0.181693E-06   0.296200E-08
  1614   0.377024E+03  -0.137371E+02   0.585616E-06  -0.137371E+02   0.225854E+02   0.181547E-06   0.585616E-06   0.181547E-06   0.295883E-08
  1615   0.376118E+03  -0.142258E+02   0.577038E-06  -0.142258E+02   0.225643E+02   0.181383E-06   0.577038E-06   0.181383E-06   0.295567E-08
  1616   0.375251E+03  -0.147126E+02   0.568579E-06  -0.147126E+02   0.225404E+02   0.181200E-06   0.568579E-06   0.181200E-06   0.295251E-08
  1617   0.374423E+03  -0.151974E+02   0.560240E-06  -0.151974E+02   0.225136E+02   0.180998E-06   0.560240E-06   0.180998E-06   0.294936E-08
  1618   0.373634E+03  -0.156800E+02   0.552023E-06  -0.156800E+02   0.224841E+02   0.180778E-06   0.552023E-06   0.180778E-06   0.294622E-08
  1619   0.372883E+03  -0.161602E+02   0.543929E-06  -0.161602E+02   0.224519E+02   0.180540E-06   0.543929E-06   0.180540E-06   0.294308E-08
  1620   0.372170E+03  -0.166377E+02   0.535961E-06  -0.166377E+02   0.224169E+02   0.180284E-06   0.535961E-06   0.180284E-06   0.293994E-08
  1621   0.371494E+03  -0.171127E+02   0.528118E-06  -0.171127E+02   0.223791E+02   0.180010E-06   0.528118E-06   0.180010E-06   0.293681E-08
  1622   0.370856E+03  -0.175846E+02   0.520404E-06  -0.175846E+02   0.223387E+02   0.179718E-06   0.520404E-06   0.179718E-06   0.293368E-08
  1623   0.370254E+03  -0.180534E+02   0.512819E-06  -0.180534E+02   0.222955E+02   0.179408E-06   0.512819E-06   0.179408E-06   0.293056E-08
  1624   0.369689E+03  -0.185189E+02   0.505364E-06  -0.185189E+02   0.222497E+02   0.179081E-06   0.505364E-06   0.179081E-06   0.292745E-08
  1625   0.369160E+03  -0.189810E+02   0.498042E-06  -0.189810E+02   0.222012E+02   0.178736E-06   0.498042E-06   0.178736E-06   0.292434E-08
  1626   0.368667E+03  -0.194394E+02   0.490854E-06  -0.194394E+02   0.221501E+02   0.178374E-06   0.490854E-06   0.178374E-06   0.292123E-08
  1627   0.368209E+03  -0.198939E+02   0.483801E-06  -0.198939E+02   0.220963E+02   0.177995E-06   0.483801E-06   0.177995E-06   0.291813E-08
  1628   0.367786E+03  -0.203444E+02   0.476884E-06  -0.203444E+02   0.220400E+02   0.177599E-06   0.476884E-06   0.177599E-06   0.291503E-08
  1629   0.367398E+03  -0.207908E+02   0.470106E-06  -0.207908E+02   0.219812E+02   0.177186E-06   0.470106E-06   0.177186E-06   0.291194E-08
  1630   0.367044E+03  -0.212327E+02   0.463467E-06  -0.212327E+02   0.219197E+02   0.176756E-06   0.463467E-06   0.176756E-06   0.290886E-08
  1631   0.366723E+03  -0.216702E+02   0.456970E-06  -0.216702E+02   0.218558E+02   0.176309E-06   0.456970E-06   0.176309E-06   0.290578E-08
  1632   0.366435E+03  -0.221030E+02   0.450615E-06  -0.221030E+02   0.217893E+02   0.175846E-06   0.450615E-06   0.175846E-06   0.290270E-08
  1633   0.366180E+03  -0.225310E+02   0.444404E-06  -0.225310E+02   0.217203E+02   0.175367E-06   0.444404E-06   0.175367E-06   0.289963E-08
  1634   0.365957E+03  -0.229540E+02   0.438339E-06  -0.229540E+02   0.216490E+02   0.174871E-06   0.438339E-06   0.174871E-06   0.289656E-08
  1635   0.365766E+03  -0.233719E+02   0.432421E-06  -0.233719E+02   0.215750E+02   0.174359E-06   0.432421E-06   0.174359E-06   0.289350E-08
  1636   0.365605E+03  -0.237844E+02   0.426652E-06  -0.237844E+02   0.214987E+02   0.173831E-06   0.426652E-06   0.173831E-06   0.289044E-08
  1637   0.365476E+03  -0.241916E+02   0.421032E-06  -0.241916E+02   0.214202E+02   0.173287E-06   0.421032E-06   0.173287E-06   0.288739E-08
  1638   0.365376E+03  -0.245931E+02   0.415564E-06  -0.245931E+02   0.213391E+02   0.172727E-06   0.415564E-06   0.172727E-06   0.288434E-08
  1639   0.365306E+03  -0.249889E+02   0.410249E-06  -0.249889E+02   0.212558E+02   0.172152E-06   0.410249E-06   0.172152E-06   0.288130E-08
  1640   0.365265E+03  -0.253789E+02   0.405088E-06  -0.253789E+02   0.211703E+02   0.171561E-06   0.405088E-06   0.171561E-06   0.287826E-08
  1641   0.365252E+03  -0.257628E+02   0.400084E-06  -0.257628E+02   0.210825E+02   0.170955E-06   0.400084E-06   0.170955E-06   0.287523E-08
  1642   0.365268E+03  -0.261405E+02   0.395236E-06  -0.261405E+02   0.209926E+02   0.170333E-06   0.395236E-06   0.170333E-06   0.287220E-08
  1643   0.365310E+03  -0.265121E+02   0.390548E-06  -0.265121E+02   0.209005E+02   0.169697E-06   0.390548E-06   0.169697E-06   0.286918E-08
  1644   0.365380E+03  -0.268772E+02   0.386020E-06  -0.268772E+02   0.208063E+02   0.169045E-06   0.386020E-06   0.169045E-06   0.286616E-08
  1645   0.365476E+03  -0.272357E+02   0.381654E-06  -0.272357E+02   0.207101E+02   0.168378E-06   0.381654E-06   0.168378E-06   0.286315E-08
  1646   0.365597E+03  -0.275877E+02   0.377451E-06  -0.275877E+02   0.206117E+02   0.167697E-06   0.377451E-06   0.167697E-06   0.286014E-08
  1647   0.365744E+03  -0.279329E+02   0.373413E-06  -0.279329E+02   0.205114E+02   0.167001E-06   0.373413E-06   0.167001E-06   0.285714E-08
  1648   0.365914E+03  -0.282711E+02   0.369541E-06  -0.282711E+02   0.204091E+02   0.166291E-06   0.369541E-06   0.166291E-06   0.285414E-08
  1649   0.366109E+03  -0.286024E+02   0.365837E-06  -0.286024E+02   0.203048E+02   0.165566E-06   0.365837E-06   0.165566E-06   0.285114E-08
  1650   0.366326E+03  -0.289265E+02   0.362303E-06  -0.289265E+02   0.201986E+02   0.164827E-06   0.362303E-06   0.164827E-06   0.284815E-08
  1651   0.366566E+03  -0.292434E+02   0.358938E-06  -0.292434E+02   0.200906E+02   0.164074E-06   0.358938E-06   0.164074E-06   0.284517E-08
  1652   0.366829E+03  -0.295531E+02   0.355744E-06  -0.295531E+02   0.199807E+02   0.163307E-06   0.355744E-06   0.163307E-06   0.284219E-08
  1653   0.367111E+03  -0.298553E+02   0.352721E-06  -0.298553E+02   0.198691E+02   0.162526E-06   0.352721E-06   0.162526E-06   0.283921E-08
  1654   0.367416E+03  -0.301500E+02   0.349867E-06  -0.301500E+02   0.197556E+02   0.161731E-06   0.349867E-06   0.161731E-06   0.283624E-08
  1655   0.367740E+03  -0.304371E+02   0.347183E-06  -0.304371E+02   0.196405E+02   0.160923E-06   0.347183E-06   0.160923E-06   0.283328E-08
  1656   0.368083E+03  -0.307167E+02   0.344668E-06  -0.307167E+02   0.195237E+02   0.160100E-06   0.344668E-06   0.160100E-06   0.283032E-08
  1657   0.368446E+03  -0.309884E+02   0.342322E-06  -0.309884E+02   0.194054E+02   0.159265E-06   0.342322E-06   0.159265E-06   0.282736E-08
  1658   0.368827E+03  -0.312524E+02   0.340144E-06  -0.312524E+02   0.192854E+02   0.158416E-06   0.340144E-06   0.158416E-06   0.282441E-08
  1659   0.369226E+03  -0.315085E+02   0.338136E-06  -0.315085E+02   0.191639E+02   0.157553E-06   0.338136E-06   0.157553E-06   0.282146E-08
  1660   0.369641E+03  -0.317567E+02   0.336295E-06  -0.317567E+02   0.190410E+02   0.156678E-06   0.336295E-06   0.156678E-06   0.281852E-08
  1661   0.370074E+03  -0.319969E+02   0.334622E-06  -0.319969E+02   0.189166E+02   0.155789E-06   0.334622E-06   0.155789E-06   0.281558E-08
  1662   0.370521E+03  -0.322289E+02   0.333117E-06  -0.322289E+02   0.187908E+02   0.154887E-06   0.333117E-06   0.154887E-06   0.281265E-08
  1663   0.370984E+03  -0.324530E+02   0.331779E-06  -0.324530E+02   0.186636E+02   0.153972E-06   0.331779E-06   0.153972E-06   0.280972E-08
  1664   0.371462E+03  -0.326689E+02   0.330608E-06  -0.326689E+02   0.185352E+02   0.153045E-06   0.330608E-06   0.153045E-06   0.280679E-08
  1665   0.371953E+03  -0.328764E+02   0.329604E-06  -0.328764E+02   0.184055E+02   0.152105E-06   0.329604E-06   0.152105E-06   0.280387E-08
  1666   0.372458E+03  -0.330758E+02   0.328766E-06  -0.330758E+02   0.182746E+02   0.151152E-06   0.328766E-06   0.151152E-06   0.280096E-08
  1667   0.372975E+03  -0.332668E+02   0.328094E-06  -0.332668E+02   0.181426E+02   0.150187E-06   0.328094E-06   0.150187E-06   0.279805E-08
  1668   0.373504E+03  -0.334495E+02   0.327589E-06  -0.334495E+02   0.180094E+02   0.149209E-06   0.327589E-06   0.149209E-06   0.279514E-08
  1669   0.374045E+03  -0.336237E+02   0.327248E-06  -0.336237E+02   0.178750E+02   0.148219E-06   0.327248E-06   0.148219E-06   0.279224E-08
  1670   0.374595E+03  -0.337895E+02   0.327074E-06  -0.337895E+02   0.177397E+02   0.147216E-06   0.327074E-06   0.147216E-06   0.278934E-08
  1671   0.375156E+03  -0.339468E+02   0.327064E-06  -0.339468E+02   0.176033E+02   0.146202E-06   0.327064E-06   0.146202E-06   0.278645E-08
  1672   0.375726E+03  -0.340956E+02   0.327218E-06  -0.340956E+02   0.174661E+02   0.145175E-06   0.327218E-06   0.145175E-06   0.278356E-08
  1673   0.376305E+03  -0.342359E+02   0.327537E-06  -0.342359E+02   0.173279E+02   0.144137E-06   0.327537E-06   0.144137E-06   0.278068E-08
  1674   0.376892E+03  -0.343677E+02   0.328021E-06  -0.343677E+02   0.171889E+02   0.143087E-06   0.328021E-06   0.143087E-06   0.277780E-08
  1675   0.377486E+03  -0.344910E+02   0.328668E-06  -0.344910E+02   0.170492E+02   0.142025E-06   0.328668E-06   0.142025E-06   0.277493E-08
  1676   0.378087E+03  -0.346058E+02   0.329479E-06  -0.346058E+02   0.169088E+02   0.140951E-06   0.329479E-06   0.140951E-06   0.277206E-08
  1677   0.378695E+03  -0.347120E+02   0.330453E-06  -0.347120E+02   0.167678E+02   0.139866E-06   0.330453E-06   0.139866E-06   0.276919E-08
  1678   0.379308E+03  -0.348098E+02   0.331590E-06  -0.348098E+02   0.166261E+02   0.138770E-06   0.331590E-06   0.138770E-06   0.276633E-08
  1679   0.379926E+03  -0.348990E+02   0.332889E-06  -0.348990E+02   0.164839E+02   0.137662E-06   0.332889E-06   0.137662E-06   0.276348E-08
  1680   0.380548E+03  -0.349797E+02   0.334352E-06  -0.349797E+02   0.163413E+02   0.136543E-06   0.334352E-06   0.136543E-06   0.276062E-08
  1681   0.381174E+03  -0.350518E+02   0.335976E-06  -0.350518E+02   0.161981E+02   0.135412E-06   0.335976E-06   0.135412E-06   0.275778E-08
  1682   0.381803E+03  -0.351155E+02   0.337762E-06  -0.351155E+02   0.160546E+02   0.134271E-06   0.337762E-06   0.134271E-06   0.275493E-08
  1683   0.382434E+03  -0.351706E+02   0.339709E-06  -0.351706E+02   0.159106E+02   0.133119E-06   0.339709E-06   0.133119E-06   0.275210E-08
  1684   0.383066E+03  -0.352172E+02   0.341818E-06  -0.352172E+02   0.157664E+02   0.131956E-06   0.341818E-06   0.131956E-06   0.274926E-08
  1685   0.383700E+03  -0.352553E+02   0.344088E-06  -0.352553E+02   0.156219E+02   0.130782E-06   0.344088E-06   0.130782E-06   0.274643E-08
  1686   0.384334E+03  -0.352849E+02   0.346519E-06  -0.352849E+02   0.154771E+02   0.129598E-06   0.346519E-06   0.129598E-06   0.274361E-08
  1687   0.384968E+03  -0.353061E+02   0.349110E-06  -0.353061E+02   0.153322E+02   0.128403E-06   0.349110E-06   0.128403E-06   0.274079E-08
  1688   0.385601E+03  -0.353189E+02   0.351861E-06  -0.353189E+02   0.151872E+02   0.127197E-06   0.351861E-06   0.127197E-06   0.273797E-08
  1689   0.386234E+03  -0.353234E+02   0.354772E-06  -0.353234E+02   0.150420E+02   0.125982E-06   0.354772E-06   0.125982E-06   0.273516E-08
  1690   0.386863E+03  -0.353195E+02   0.357843E-06  -0.353195E+02   0.148969E+02   0.124756E-06   0.357843E-06   0.124756E-06   0.273235E-08
  1691   0.387490E+03  -0.353073E+02   0.361072E-06  -0.353073E+02   0.147519E+02   0.123520E-06   0.361072E-06   0.123520E-06   0.272955E-08
  1692   0.388114E+03  -0.352868E+02   0.364461E-06  -0.352868E+02   0.146069E+02   0.122274E-06   0.364461E-06   0.122274E-06   0.272675E-08
  1693   0.388734E+03  -0.352582E+02   0.368009E-06  -0.352582E+02   0.144620E+02   0.121017E-06   0.368009E-06   0.121017E-06   0.272396E-08
  1694   0.389350E+03  -0.352214E+02   0.371714E-06  -0.352214E+02   0.143173E+02   0.119752E-06   0.371714E-06   0.119752E-06   0.272117E-08
  1695   0.389960E+03  -0.351764E+02   0.375578E-06  -0.351764E+02   0.141728E+02   0.118476E-06   0.375578E-06   0.118476E-06   0.271838E-08
  1696   0.390565E+03  -0.351233E+02   0.379600E-06  -0.351233E+02   0.140285E+02   0.117191E-06   0.379600E-06   0.117191E-06   0.271560E-08
  1697   0.391164E+03  -0.350623E+02   0.383780E-06  -0.350623E+02   0.138846E+02   0.115896E-06   0.383780E-06   0.115896E-06   0.271282E-08
  1698   0.391754E+03  -0.349931E+02   0.388116E-06  -0.349931E+02   0.137410E+02   0.114591E-06   0.388116E-06   0.114591E-06   0.271005E-08
  1699   0.392338E+03  -0.349162E+02   0.392610E-06  -0.349162E+02   0.135978E+02   0.113278E-06   0.392610E-06   0.113278E-06   0.270728E-08
